 ,carveme,seed,pathway tools,aureme,raven,raven comb,raven homo,merlin,reconstructor,aureme2,aureme3,aureme4,aureme5
MNXR191417,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191429,0,0,1,1,1,1,1,1,1,1,1,1,1
MNXR191473,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191475,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191507,0,0,1,1,0,1,1,0,0,1,1,0,0
MNXR191515,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191517,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191531,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191533,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191572,0,0,1,1,0,1,0,0,0,1,1,0,0
MNXR191579,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191585,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR191587,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191670,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR191700,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR191703,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR191706,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR191798,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR191815,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191862,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR191868,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191874,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191881,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191882,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR191894,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR191897,0,0,1,0,0,1,0,0,0,0,0,0,0
MNXR191903,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR191949,0,0,1,1,1,1,1,1,0,1,1,1,1
MNXR191951,0,0,1,0,0,1,1,1,1,0,0,0,0
MNXR191952,0,0,1,1,0,1,1,1,0,1,1,0,0
MNXR191985,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR192001,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR192003,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR192031,0,0,1,0,1,1,0,0,0,0,0,0,0
MNXR192048,0,0,1,1,1,1,1,1,1,1,1,0,0
MNXR192061,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR192062,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR192069,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR192105,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR192131,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192133,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192135,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192137,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192139,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192145,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR192159,0,0,1,1,1,1,1,0,0,1,1,0,0
MNXR192164,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR192169,0,0,1,0,1,1,0,0,0,0,0,0,0
MNXR192202,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR192203,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR192225,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR192248,0,0,1,1,0,0,0,1,0,1,1,0,0
MNXR192334,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192369,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192435,0,0,1,0,0,0,0,0,1,0,0,0,0
MNXR192547,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192550,0,0,1,1,0,0,0,0,0,0,1,1,1
MNXR192570,0,0,1,1,1,1,1,1,0,1,1,0,0
MNXR192581,0,0,1,1,0,1,1,0,0,1,1,1,0
MNXR192612,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192614,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR192617,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192619,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192620,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR192821,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR192973,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR192974,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193095,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193102,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193107,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193182,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193190,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193191,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193192,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193193,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193194,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193195,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193225,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193226,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193357,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193394,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193395,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193396,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193397,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193398,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193399,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193400,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193401,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193402,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193403,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193404,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193405,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193406,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193407,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193408,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193409,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193411,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193412,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193427,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193430,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193432,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193438,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193471,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193497,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193579,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193582,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193584,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193585,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193595,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193597,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193598,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193599,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193600,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193601,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193602,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193603,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193628,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193629,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193727,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193743,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193744,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193781,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193784,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193794,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193795,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193818,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193831,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193918,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193927,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193933,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193947,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193949,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193980,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR193991,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR194518,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR194519,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR194601,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR195394,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR195396,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR195413,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR195415,0,0,1,1,0,1,1,1,0,1,1,0,0
MNXR195425,0,0,1,1,1,1,1,1,0,1,1,1,1
MNXR94673,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR94674,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR94711,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR94712,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR94724,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR94778,0,0,1,1,0,1,1,1,0,0,1,1,1
MNXR94831,0,0,1,1,1,1,1,0,0,1,1,1,1
MNXR94833,0,0,1,1,0,1,1,1,1,1,1,1,1
MNXR94840,0,0,1,1,1,1,1,0,0,1,1,1,1
MNXR94865,0,0,1,0,1,1,0,0,0,0,0,0,0
MNXR94866,0,0,1,1,1,1,1,1,1,1,1,1,1
MNXR94902,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR94928,0,0,1,1,1,1,1,0,0,1,1,1,1
MNXR94978,0,0,1,1,1,1,1,1,1,1,1,1,1
MNXR94988,0,0,1,1,1,1,1,1,1,1,1,1,1
MNXR94989,0,0,1,1,0,1,1,1,1,1,1,1,1
MNXR95008,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR95015,0,0,1,1,1,1,1,1,1,0,1,1,1
MNXR95038,0,0,1,1,0,0,1,1,0,0,1,1,1
MNXR95082,0,0,1,1,1,1,1,1,1,1,1,1,1
MNXR95095,0,0,1,1,0,1,1,0,1,1,1,0,0
MNXR95114,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR95161,0,0,1,1,0,1,1,1,1,1,1,1,1
MNXR95186,0,0,1,1,1,1,1,1,1,1,1,1,1
MNXR95205,0,0,1,1,0,0,0,0,0,0,1,1,1
MNXR95442,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR95554,0,0,1,1,1,1,1,1,0,1,1,1,1
MNXR95613,0,0,1,1,0,1,1,1,1,1,1,1,1
MNXR95669,0,0,1,1,0,1,1,0,0,0,0,1,0
MNXR95722,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR95723,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR95739,0,0,1,1,1,1,0,0,0,1,1,0,0
MNXR95767,0,0,1,1,0,1,1,1,1,1,1,0,0
MNXR95850,0,0,1,1,1,1,1,0,0,1,1,1,1
MNXR95853,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR95865,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR95940,0,0,1,1,1,1,0,0,0,1,1,1,1
MNXR96060,0,0,1,0,0,0,0,1,0,0,0,0,0
MNXR96089,0,0,1,0,0,1,1,0,1,0,0,0,0
MNXR96090,0,0,1,0,0,1,1,0,1,0,0,0,0
MNXR96128,0,0,1,1,1,1,0,1,0,1,1,1,1
MNXR96129,0,0,1,1,1,1,1,1,1,0,1,1,1
MNXR96250,0,0,1,1,1,1,1,1,1,1,1,1,1
MNXR96331,0,0,1,1,0,0,0,1,0,1,1,1,1
MNXR96340,0,0,1,1,0,1,1,1,1,1,1,0,0
MNXR96400,0,0,1,1,0,0,0,0,0,0,1,1,1
MNXR96432,0,0,1,1,0,0,0,0,0,1,1,0,0
MNXR96457,0,0,1,1,1,1,0,0,0,1,1,1,1
MNXR96481,0,0,1,0,0,1,1,1,0,0,0,0,0
MNXR96486,0,0,1,1,1,1,0,1,0,1,1,1,1
MNXR96687,0,0,1,1,1,1,1,1,0,1,1,1,1
MNXR96690,0,0,1,1,0,0,0,0,0,0,1,1,1
MNXR96757,0,0,1,1,1,1,1,1,0,1,1,1,1
MNXR96916,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR96986,0,0,1,1,0,1,1,0,1,1,1,1,1
MNXR96988,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR96993,0,0,1,1,0,0,0,0,0,0,1,1,1
MNXR96994,0,0,1,1,0,1,1,1,1,1,1,1,1
MNXR97134,0,0,1,1,0,0,0,1,0,0,1,1,1
MNXR97145,0,0,1,1,0,1,1,1,1,1,1,1,1
MNXR97383,0,0,1,1,1,1,0,0,0,1,1,1,1
MNXR97774,0,0,1,0,0,0,0,0,0,0,0,0,0
MNXR97816,0,0,1,1,0,0,0,0,1,1,1,0,0
MNXR97969,0,0,1,1,1,1,1,1,0,1,1,1,1
MNXR97976,0,0,1,1,1,1,1,1,0,1,1,1,1
MNXR99877,0,0,1,1,0,0,0,0,1,0,1,1,1
MNXR100000,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100001,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100011,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100017,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100028,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100033,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100036,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100038,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100043,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100044,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100045,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100050,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100055,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100064,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100065,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100066,0,0,0,1,1,1,1,1,1,0,1,1,1
MNXR100070,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100071,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100072,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100076,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100089,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100097,0,0,0,1,0,1,1,1,1,0,1,1,1
MNXR100150,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100152,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100154,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100156,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100158,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100159,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100160,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100161,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100162,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100163,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100165,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100166,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100167,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100168,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100169,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100170,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100171,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100172,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100173,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100174,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100189,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100190,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100191,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100192,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100193,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100194,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100200,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100202,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100203,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100204,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100205,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100225,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100240,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100242,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100246,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100247,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100248,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100249,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100251,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100255,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100261,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100263,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100264,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100265,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100266,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100286,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100297,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100300,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100302,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100316,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100321,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR100346,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100350,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100359,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100360,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100361,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100362,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100363,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100366,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100369,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100370,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100415,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100417,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100419,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100421,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100435,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100436,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100447,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR100452,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100486,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100489,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100496,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100498,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100501,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100503,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100515,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100518,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100520,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100527,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100529,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100539,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100558,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100559,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100640,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100641,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100646,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100647,0,0,0,1,0,0,0,0,0,0,0,1,0
MNXR100648,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100650,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100651,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100677,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100686,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100687,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100689,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR100701,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100705,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100706,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100707,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100708,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100718,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR100720,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100723,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100727,0,0,0,1,0,1,1,1,0,0,1,1,1
MNXR100728,0,0,0,1,0,1,1,1,0,0,1,1,1
MNXR100729,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100730,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100731,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100732,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100782,0,0,0,1,0,0,1,1,1,0,1,1,1
MNXR100793,0,0,0,1,0,1,1,0,1,0,1,1,1
MNXR100794,0,0,0,1,0,1,1,0,1,0,1,1,1
MNXR100797,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100798,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100799,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100800,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100806,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100815,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100817,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100819,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100823,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100851,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100852,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100894,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100929,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100930,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100937,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100938,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR100939,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101007,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101016,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101020,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101032,0,0,0,1,1,1,1,1,1,0,1,1,1
MNXR101041,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101043,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101044,0,0,0,1,0,0,0,1,0,0,0,1,0
MNXR101045,0,0,0,1,0,0,0,1,0,0,0,1,0
MNXR101046,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101048,0,0,0,1,0,0,0,0,0,0,0,1,0
MNXR101049,0,0,0,1,0,0,0,0,0,0,0,1,0
MNXR101051,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101052,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101059,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101060,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101065,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101075,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101093,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR101101,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101102,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101105,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101106,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101107,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR101108,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101109,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101110,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR101112,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101113,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101114,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR101235,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101244,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101245,0,0,0,1,0,0,0,0,1,0,1,1,1
MNXR101246,0,0,0,1,0,0,1,0,0,0,1,1,1
MNXR101255,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101267,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101268,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101316,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101318,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101326,0,0,0,1,0,1,1,0,0,0,1,1,1
MNXR101344,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR101348,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101349,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR101357,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR101374,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR101404,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101419,0,0,0,1,0,1,1,1,1,0,1,1,1
MNXR101452,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101453,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101458,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101471,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101477,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101492,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101494,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101554,0,0,0,1,0,1,1,1,1,0,1,1,1
MNXR101631,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101809,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101810,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101811,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101812,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101813,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101814,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101815,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101816,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR101817,0,0,0,1,0,0,0,0,0,0,1,1,1
