 ,carveme,seed,pathway tools,aureme,raven,raven comb,raven homo,merlin,reconstructor,aureme2,aureme3,aureme4,aureme5
MNXR155016,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155017,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155044,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155066,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155067,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155069,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155070,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155072,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155135,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155139,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155141,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155144,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155145,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155146,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155154,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR155155,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155157,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155161,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155163,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155168,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155169,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155170,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155171,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155173,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155175,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155176,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155177,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155182,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155188,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155189,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155190,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155330,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155331,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155332,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155355,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155365,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155367,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155369,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155371,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155372,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155373,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155376,0,0,0,1,0,0,0,0,0,0,0,1,0
MNXR155377,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155378,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155381,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155385,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155391,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155426,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155428,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155429,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155431,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155434,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155436,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155438,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155442,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155448,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155454,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155470,0,0,0,1,0,0,0,0,0,0,0,1,0
MNXR155567,0,0,0,1,0,0,0,0,0,0,1,0,0
MNXR155680,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155681,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155683,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155684,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155686,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155687,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155689,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155721,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155723,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155738,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155786,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155793,0,0,0,1,0,0,0,0,0,0,0,1,0
MNXR155830,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155832,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155833,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155900,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR155970,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155971,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155972,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155974,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155994,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155995,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR155997,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156000,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156020,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156022,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156037,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156164,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156188,0,0,0,1,0,0,0,0,0,0,0,1,0
MNXR156291,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156340,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156342,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156933,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156938,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR156956,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157314,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157315,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157316,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157317,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157318,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157319,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157320,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157321,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157322,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157323,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157324,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157325,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157326,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157327,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157328,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157329,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157330,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157331,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157332,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157333,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157334,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157335,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157336,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157337,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157338,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157340,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157341,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157342,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157343,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157344,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157345,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157346,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157347,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157348,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157349,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157350,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157351,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157352,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157353,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157354,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157355,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157356,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157357,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157358,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157359,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157360,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157361,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157362,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157363,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157364,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157365,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157367,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157368,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157369,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157370,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157371,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157372,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157373,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157374,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157375,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157376,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157377,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157378,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157379,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157380,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157381,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157382,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157383,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157384,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157385,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157386,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157387,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157388,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157389,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157390,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157391,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157392,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157393,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157394,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157395,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157396,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157397,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157398,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157399,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157400,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157401,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157402,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157403,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157404,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157405,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157406,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157407,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157409,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157410,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157411,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157412,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157413,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157414,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157415,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157416,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157417,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157418,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157419,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157420,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157421,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157430,0,0,0,1,0,0,0,0,0,0,0,1,0
MNXR157457,0,0,0,1,0,0,0,1,0,0,1,1,1
MNXR157458,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157459,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157460,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157484,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157506,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157521,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157522,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157524,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157529,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157530,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157531,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157539,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157540,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157541,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157744,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157747,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157780,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157781,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157783,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157785,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157787,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157789,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157791,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157796,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157799,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157803,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157805,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157806,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157818,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157820,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157824,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157826,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157828,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157833,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157834,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157837,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157839,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157841,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157845,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157869,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157871,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157875,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157877,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157888,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157891,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157906,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157981,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157982,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157983,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR157990,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158088,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158090,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158091,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158092,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158093,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158094,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158095,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158096,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158097,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158098,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158099,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158104,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158105,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158106,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158107,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158108,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158109,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158114,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158131,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158149,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158150,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158152,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158154,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158156,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158157,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158159,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158162,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158184,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158186,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158188,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158190,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158194,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158196,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158198,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158200,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158203,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158206,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158208,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158210,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158212,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158214,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158216,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158218,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158220,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158222,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158224,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158231,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158232,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158233,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158380,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158383,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158427,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158462,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158520,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158705,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158706,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158708,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158709,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158711,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158712,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158713,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158714,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158715,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158799,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158904,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158909,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158913,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158919,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158920,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158922,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158943,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158944,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158945,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158954,0,0,0,1,0,0,0,0,0,0,0,1,1
MNXR158969,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158970,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158971,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158982,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158984,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158986,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158987,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158989,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158991,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158993,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158995,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR158997,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159010,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159011,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159012,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159015,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159084,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159090,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159091,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159092,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159093,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159094,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159095,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159096,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159097,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159098,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159099,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159100,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159101,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159102,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159103,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159104,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159105,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159106,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159110,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159111,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159112,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159113,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159114,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159115,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159116,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159117,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159118,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159119,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159120,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159121,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159122,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159123,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159124,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159125,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159126,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159127,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159128,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159129,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159130,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159131,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159132,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159133,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159134,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159135,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159136,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159137,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159138,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159139,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159140,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159141,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159142,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159143,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159144,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159145,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159146,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159147,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159148,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159149,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159150,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159151,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159152,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159159,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159161,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159163,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159164,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159168,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159171,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159173,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159175,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159177,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159179,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159181,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159183,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159185,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159214,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159215,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159216,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159446,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159447,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159448,0,0,0,1,0,0,0,0,0,0,1,1,1
MNXR159459,0,0,0,1,0,0,0,0,0,0,1,1,1
