 ,carveme,seed,pathway tools,aureme,raven,raven comb,raven homo,merlin,reconstructor,aureme2,aureme3,aureme4,aureme5
m3_ENOYL-ACP-REDUCT-NADPH-RXN-POLYMER-INST-Saturated-Fatty-Acyl-ACPs-C16-H32/NADP//NADPH/POLYMER-INST-TRANS-D2-ENOYL-ACP-C16-H32/PROTON.106.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C10-H20//POLYMER-INST-TRANS-D2-ENOYL-COA-C10-H20/WATER.88.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C12-H24//POLYMER-INST-TRANS-D2-ENOYL-COA-C12-H24/WATER.88.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C14-H28//POLYMER-INST-TRANS-D2-ENOYL-COA-C14-H28/WATER.88.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C16-H32//POLYMER-INST-TRANS-D2-ENOYL-COA-C16-H32/WATER.88.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C2-H4//POLYMER-INST-TRANS-D2-ENOYL-COA-C2-H4/WATER.84.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C4-H8//POLYMER-INST-TRANS-D2-ENOYL-COA-C4-H8/WATER.84.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C6-H12//POLYMER-INST-TRANS-D2-ENOYL-COA-C6-H12/WATER.86.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ENOYL-COA-HYDRAT-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C8-H16//POLYMER-INST-TRANS-D2-ENOYL-COA-C8-H16/WATER.86.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GALACTOSE-OXIDASE-RXN-ALPHA-D-GALACTOSE/OXYGEN-MOLECULE//CPD-155/HYDROGEN-PEROXIDE.61.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GALACTOSE-OXIDASE-RXN-GALACTOSE/OXYGEN-MOLECULE//CPD-155/HYDROGEN-PEROXIDE.53.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GLUCOKIN-RXN-ALPHA-GLUCOSE/ATP//D-glucopyranose-6-phosphate/ADP/PROTON.58.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GLUCOKIN-RXN-ALPHA-GLUCOSE/ATP//GLC-6-P/ADP/PROTON.38.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GLUCOKIN-RXN-GLC/ATP//ALPHA-GLC-6-P/ADP/PROTON.34.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GLUCOKIN-RXN-Glucopyranose/ATP//ALPHA-GLC-6-P/ADP/PROTON.44.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GLUCOSYLCERAMIDASE-RXN-CPD-25367/WATER//CPD66-41/ALPHA-GLUCOSE.40.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GLUCOSYLCERAMIDASE-RXN-CPD-25367/WATER//CPD66-41/GLC.30.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GLUCOSYLCERAMIDASE-RXN-Glucosyl-acyl-sphingosines/WATER//N-Acylsphingosine/ALPHA-GLUCOSE.66.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_GLUCOSYLCERAMIDASE-RXN-Glucosyl-acyl-sphingosines/WATER//N-Acylsphingosine/GLC.56.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_KETOACYLCOATHIOL-RXN-BUTYRYL-COA/ACETYL-COA//POLYMER-INST-3-KETOACYL-COA-C2-H4/CO-A.63.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_KETOACYLCOATHIOL-RXN-CPD-10267/ACETYL-COA//POLYMER-INST-3-KETOACYL-COA-C8-H16/CO-A.62.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_KETOACYLCOATHIOL-RXN-CPD-196/ACETYL-COA//POLYMER-INST-3-KETOACYL-COA-C6-H12/CO-A.60.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_KETOACYLCOATHIOL-RXN-HEXANOYL-COA/ACETYL-COA//POLYMER-INST-3-KETOACYL-COA-C4-H8/CO-A.64.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_KETOACYLCOATHIOL-RXN-LAUROYLCOA-CPD/ACETYL-COA//POLYMER-INST-3-KETOACYL-COA-C10-H20/CO-A.68.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_KETOACYLCOATHIOL-RXN-PALMITYL-COA/ACETYL-COA//POLYMER-INST-3-KETOACYL-COA-C14-H28/CO-A.66.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_KETOACYLCOATHIOL-RXN-POLYMER-INST-Saturated-Fatty-Acyl-CoA-C16-H32/ACETYL-COA//CPD-10283/CO-A.73.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_KETOACYLCOATHIOL-RXN-TETRADECANOYL-COA/ACETYL-COA//POLYMER-INST-3-KETOACYL-COA-C12-H24/CO-A.71.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_N-ACETYLGLUCOSAMINE-DEACETYLASE-RXN-N-ACETYL-BETA-D-GLUCOSAMINE/WATER//GLUCOSAMINE/ACET.52.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_N-ACYLMANNOSAMINE-KINASE-RXN-CPD-13462/ATP//N-ACETYL-D-MANNOSAMINE-6P/ADP/PROTON.52.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_NQOR-RXN-CPD-9612/NADH/PROTON//CPD-15301/NAD.36.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_NQOR-RXN-CPD-9612/NADPH/PROTON//CPD-15301/NADP.38.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_NQOR-RXN-UBIQUINONE-6/NADPH/PROTON//UBIQUINOL-30/NADP.45.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C10-H20/NAD//POLYMER-INST-3-KETOACYL-COA-C10-H20/NADH/PROTON.94.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C12-H24/NAD//POLYMER-INST-3-KETOACYL-COA-C12-H24/NADH/PROTON.94.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C14-H28/NAD//POLYMER-INST-3-KETOACYL-COA-C14-H28/NADH/PROTON.94.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C16-H32/NAD//CPD-14271/NADH/PROTON.68.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C2-H4/NAD//POLYMER-INST-3-KETOACYL-COA-C2-H4/NADH/PROTON.90.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C4-H8/NAD//POLYMER-INST-3-KETOACYL-COA-C4-H8/NADH/PROTON.90.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C6-H12/NAD//POLYMER-INST-3-KETOACYL-COA-C6-H12/NADH/PROTON.92.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_OHACYL-COA-DEHYDROG-RXN-POLYMER-INST-L-3-HYDROXYACYL-COA-C8-H16/NAD//POLYMER-INST-3-KETOACYL-COA-C8-H16/NADH/PROTON.92.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ORNITHINE/2-KETO-GLUTARAMATE//L-GLUTAMATE_GAMMA-SEMIALDEHYDE/GLN.67.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ORNITHINE/2-OXOSUCCINAMATE//L-GLUTAMATE_GAMMA-SEMIALDEHYDE/ASN.65.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ORNITHINE/PHENYL-PYRUVATE//L-GLUTAMATE_GAMMA-SEMIALDEHYDE/PHE.64.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RIBOKIN-RXN-CPD-10330/ATP//CPD-15317/ADP/PROTON.36.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11026-CPD-10267/OXYGEN-MOLECULE//POLYMER-INST-TRANS-D2-ENOYL-COA-C6-H12/HYDROGEN-PEROXIDE.84.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11026-CPD-196/OXYGEN-MOLECULE//POLYMER-INST-TRANS-D2-ENOYL-COA-C4-H8/HYDROGEN-PEROXIDE.81.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11026-HEXANOYL-COA/OXYGEN-MOLECULE//POLYMER-INST-TRANS-D2-ENOYL-COA-C2-H4/HYDROGEN-PEROXIDE.86.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11026-LAUROYLCOA-CPD/OXYGEN-MOLECULE//POLYMER-INST-TRANS-D2-ENOYL-COA-C8-H16/HYDROGEN-PEROXIDE.89.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11026-PALMITYL-COA/OXYGEN-MOLECULE//POLYMER-INST-TRANS-D2-ENOYL-COA-C12-H24/HYDROGEN-PEROXIDE.88.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11026-POLYMER-INST-Saturated-Fatty-Acyl-CoA-C16-H32/OXYGEN-MOLECULE//POLYMER-INST-TRANS-D2-ENOYL-COA-C16-H32/HYDROGEN-PEROXIDE.121.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11026-STEAROYL-COA/OXYGEN-MOLECULE//POLYMER-INST-TRANS-D2-ENOYL-COA-C14-H28/HYDROGEN-PEROXIDE.88.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11026-TETRADECANOYL-COA/OXYGEN-MOLECULE//POLYMER-INST-TRANS-D2-ENOYL-COA-C10-H20/HYDROGEN-PEROXIDE.93.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11356-CPD-7526/CPD-9612//CPD-7524/CPD-15301.38.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11356-CPD-7526/CPD-9720//CPD-7524/CPD-12126.38.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11356-CPD-7526/UBIQUINONE-6//CPD-7524/UBIQUINOL-30.45.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11357-CPD-7524/CPD-9612//CPD-7496/CPD-15301.38.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11357-CPD-7524/CPD-9720//CPD-7496/CPD-12126.38.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-11357-CPD-7524/UBIQUINONE-6//CPD-7496/UBIQUINOL-30.45.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-12242-CPD-7526/CPD-9612//CPD-7496/CPD-15301.38.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-12242-CPD-7526/CPD-9720//CPD-7496/CPD-12126.38.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-12242-CPD-7526/UBIQUINONE-6//CPD-7496/UBIQUINOL-30.45.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-12398-CPD-13376/WATER//CPD-13375/ALPHA-D-GALACTOSE.45.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-12399-CPD-13377/WATER//CPD-13375/ALPHA-D-GALACTOSE.45.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-12400-CPD-13378/WATER//CPD-13375/ALPHA-D-GALACTOSE.45.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-12440,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-13733-CPD-22034/WATER//CPD-13612/CPD-7836.36.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-13785-CPD-11685/WATER//CPD-520/ALPHA-GLUCOSE.39.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-13785-CPD-11685/WATER//CPD-520/GLC.29.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14024-ITP/WATER//IMP/Pi/PROTON.25.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14260-MALTOPENTAOSE/ALPHA-GLUCOSE//MALTOTETRAOSE/CPD-15717.53.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14260-MALTOPENTAOSE/ALPHA-GLUCOSE//MALTOTETRAOSE/MALTOSE.51.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14260-MALTOPENTAOSE/GLC//MALTOTETRAOSE/MALTOSE.41.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14260-MALTOPENTAOSE/Glucopyranose//MALTOTETRAOSE/CPD-15717.53.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14261-MALTOHEXAOSE/ALPHA-GLUCOSE//MALTOPENTAOSE/CPD-15717.52.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14261-MALTOHEXAOSE/ALPHA-GLUCOSE//MALTOPENTAOSE/MALTOSE.50.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14261-MALTOHEXAOSE/GLC//MALTOPENTAOSE/MALTOSE.40.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14261-MALTOHEXAOSE/Glucopyranose//MALTOPENTAOSE/CPD-15717.52.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14408-CPD-15374//ALPHA-GLUCOSE.25.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14409-CPD-15590//GALACTOSE.21.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14503-CPD-15377//BETA-D-XYLOSE.25.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14503-CPD-15377//CPD-25028.21.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14693-CPD-12521//CPD-15530.21.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14812-FRUCTOSE-6P//FRUCTOSE-6P.25.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14819-ALPHA-GLC-6-P/NAD-P-OR-NOP//D-6-P-GLUCONO-DELTA-LACTONE/NADH-P-OR-NOP/PROTON.77.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14819-ALPHA-GLC-6-P/NAD//D-6-P-GLUCONO-DELTA-LACTONE/NADH/PROTON.59.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14819-GLC-6-P/NAD-P-OR-NOP//D-6-P-GLUCONO-DELTA-LACTONE/NADH-P-OR-NOP/PROTON.71.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14883-CPD-15818//CPD0-1110.21.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-14971-SUC/2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE//FUM/CPD-12831.55.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-15215-D-Glc-NAc--Glycoproteins/WATER//N-ACETYL-BETA-D-GLUCOSAMINE/Protein-L-serine-or-L-threonine.92.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-15582-CPD-21126//CPD-14757/2-AMINOACRYLATE.37.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-15745-GLYCEROL-3P/CPD-9612//DIHYDROXY-ACETONE-PHOSPHATE/CPD-15301.60.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-1602-CPD-17272/WATER//CPD0-1812/PALMITATE/PROTON.44.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-1603-CPD0-1812//CPD-11690.21.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-16332-CPD66-40/FERROCYTOCHROME-B5/OXYGEN-MOLECULE/PROTON//CPD66-41/FERRICYTOCHROME-B5/WATER.86.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-17830-CPD0-2500/WATER//GALACTOSE/P-NITROPHENOL/PROTON.48.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-18232,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19141-NEUROSPORENE/2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE//CPD1F-114/CPD-12831.70.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19141-NEUROSPORENE/CPD-9612//CPD1F-114/CPD-15301.43.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19141-NEUROSPORENE/CPD-9720//CPD1F-114/CPD-12126.43.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19141-NEUROSPORENE/UBIQUINONE-6//CPD1F-114/UBIQUINOL-30.50.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19141-NEUROSPORENE/UBIQUINONE-8//CPD1F-114/CPD-9956.46.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19142-CPD-7419/2-METHYL-3-PHYTYL-14-NAPHTHOQUINONE//CPD1F-126/CPD-12831.66.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19142-CPD-7419/CPD-9612//CPD1F-126/CPD-15301.39.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19142-CPD-7419/CPD-9720//CPD1F-126/CPD-12126.39.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19142-CPD-7419/UBIQUINONE-6//CPD1F-126/UBIQUINOL-30.46.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19142-CPD-7419/UBIQUINONE-8//CPD1F-126/CPD-9956.42.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-19765-CPD-9116/WATER//P-NITROPHENOL/ALPHA-D-GALACTOSE/PROTON.55.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-20095-CPD-5846/NAD//CPD-21719/CARBON-DIOXIDE/NADH.44.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-20095-CPD-5846/NADP//CPD-21719/CARBON-DIOXIDE/NADPH.46.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-20153-CPD-18/ACETYL-COA//CPD-17346/CO-A.34.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-20153-CPD-22003/ACETYL-COA//CPD-22008/CO-A.37.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-20153-CPD-22007/ACETYL-COA//CPD-22012/CO-A.37.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-20153-CPD-22011/ACETYL-COA//CPD-22016/CO-A.37.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-20153-CPD-22015/ACETYL-COA//CPD-22021/CO-A.37.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-20153-CPD1G-277/ACETYL-COA//CPD-22005/CO-A.37.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22286,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22315,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22316,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22317,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22318,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22319,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22348,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22349,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22388,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22455,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22497,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22603,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22604,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22606,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22610,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22618,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22643,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22697,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22698,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22700,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22715,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22729,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22758,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22762,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22774,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22775,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22776,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22777,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22778,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22790,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22817,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22817-D-xylofuranose//BETA-D-XYLOSE.30.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22817-D-xylofuranose//CPD-25028.26.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22895,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22897,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22897-CPD-25369/WATER//CPD66-40/ALPHA-D-GALACTOSE.44.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22897-CPD-25369/WATER//CPD66-40/GALACTOSE.36.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22909,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22910,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22911,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22913,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22914,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22915,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22953,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22955,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22966,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-22974,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23005,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23007,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23009,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23010,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23018,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23020,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23021,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23023,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23024,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23029,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23030,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23130,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23191-ERYTHRITOL/NAD//ERYTHROSE/NADH/PROTON.38.,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23292,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23332,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23333,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23339,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23382,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23442,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23443,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23445,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23446,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23447,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23448,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23449,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23450,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23451,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23452,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23453,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23454,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23456,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23457,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23458,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23459,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23460,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23461,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23462,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23463,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23464,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23465,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23467,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23469,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23471,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23472,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23473,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23474,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23475,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23476,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23477,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23478,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23479,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23480,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23481,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23482,0,0,1,0,0,0,0,0,0,0,0,0,0
m3_RXN-23483,0,0,1,0,0,0,0,0,0,0,0,0,0
