MNXR_id,GPR_ref,GPR_au,GPR_cv,GPR_me,GPR_ms,GPR_pt,GPR_rm,GPR_rk,GPR_rc,GPR_rec,rxns_ref,rxns_au,rxns_cv,rxns_me,rxns_ms,rxns_pt,rxns_rm,rxns_rk,rxns_rc,rxns_rec
MNXR211209,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR109878,N/A,N/A,N/A,110680375 or 5567896 or 5567898 or 5577347 or 5578759,N/A,N/A,N/A,5567896 or 5567898 or 5577347,5567896 or 5567898 or 5577347,N/A,N/A,N/A,N/A,R05842__in,N/A,N/A,N/A,R05842,R05842,N/A
MNXR109702,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110680199 or 5564209 or 5566542 or 5567582 or 5568818,110680199 or 5564209 or 5566542 or 5567582 or 5568818,lagg:B0E33_10030 or mmet:MCMEM_1022 or vei:Veis_0353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R05590,R05590,rxn03869_c
MNXR204966,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR146377,N/A,N/A,N/A,5568842,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R01845__in,"R_rxn01345_c0, R_rxn01345_d0",N/A,N/A,N/A,N/A,N/A
MNXR191286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5564252,5564252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R06865,R06865,N/A
MNXR188641,5563882,5563882,5563882,5563882,Unknown,5563882,5563882,5563882,5563882,kst:KSMBR1_2014,PGL,6PGLUCONOLACT_RXN,"PGL, R_PGL",R02035__in,"R_rxn01476_c0, R_rxn01476_d0, rxn01476_c0, rxn01476_d0","6PGLUCONOLACT_RXN, 6PGLUCONOLACT_RXN",6PGLUCONOLACT_RXN,R02035,6PGLUCONOLACT_RXN,rxn19018_c
MNXR113442,N/A,5572342,N/A,N/A,N/A,5572342,N/A,N/A,N/A,N/A,N/A,RXN_13402,N/A,N/A,N/A,RXN_13402,N/A,N/A,N/A,N/A
MNXR105907,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR192512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,emg:BBD33_06080 or spoi:IMCC21906_01016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn38535_c
MNXR192089,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,5564502,5564502,N/A,N/A,N/A,N/A,N/A,"rxn15250_c0, rxn15250_d0",N/A,N/A,R01788,R01788,N/A
MNXR101259,5564489 or 5573963,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,LYSMTF1n,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR158799,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103666,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE2398C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR115557,N/A,N/A,N/A,N/A,N/A,N/A,5566650,N/A,5566650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6.3.49_RXN,N/A,3.6.3.49_RXN,N/A
MNXR192053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR152453,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dku:Desku_0336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn04752_c
MNXR146335,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,aswu:HUW51_08430 or fbt:D770_15605 or rud:TH61_05665,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn30431_c
MNXR103371,5565629,5565629,5565629,5565629,Unknown,5565629,5565629,5565629,5565629,gym:GYMC10_4932,PYK,PEPDEPHOS_RXN,"PYK, R_PYK",R00200__in,"R_rxn00148_c0, R_rxn00148_d0, rxn00148_c0, rxn00148_d0",PEPDEPHOS_RXN,PEPDEPHOS_RXN,R00200,PEPDEPHOS_RXN,rxn35242_c
MNXR119450,N/A,110675816 or 110681084 or 110681306 or 5563714 or 5564066 or 5564297 or 5564457 or 5564631 or 5564708 or 5565133 or 5565265 or 5565534 or 5566025 or 5566283 or 5566349 or 5566529 or 5566586 or 5566806 or 5567112 or 5567142 or 5567387 or 5567529 or 5568127 or 5568155 or 5568156 or 5568196 or 5568274 or 5568500 or 5568606 or 5568693 or 5568923 or 5569202 or 5569287 or 5569519 or 5569673 or 5570073 or 5570127 or 5570203 or 5570537 or 5570701 or 5570941 or 5571436 or 5571453 or 5571583 or 5571720 or 5571867 or 5571955 or 5572098 or 5572199 or 5572271 or 5572335 or 5572351 or 5572548 or 5572927 or 5572944 or 5573317 or 5573541 or 5574001 or 5574339 or 5574577 or 5574781 or 5574792 or 5575024 or 5575049 or 5575771 or 5575855 or 5575930 or 5576280 or 5576397 or 5576538 or 5576646 or 5576649 or 5576689 or 5577017 or 5577066 or 5577132 or 5577342 or 5577354 or 5577634 or 5577653 or 5578054 or 5578055 or 5578223 or 5578382 or 5578458 or 5578708 or 5578757 or 5578988 or 5578997 or 5579026 or 5579232 or 5579438 or 5580030 or 5580209 or 5580228 or 5580255 or 5580273,N/A,N/A,N/A,110675816 or 110681084 or 110681306 or 5563714 or 5564066 or 5564297 or 5564457 or 5564631 or 5564708 or 5565133 or 5565265 or 5565534 or 5566025 or 5566283 or 5566349 or 5566529 or 5566586 or 5566806 or 5567112 or 5567142 or 5567387 or 5567529 or 5568127 or 5568155 or 5568156 or 5568196 or 5568274 or 5568500 or 5568606 or 5568693 or 5568923 or 5569202 or 5569287 or 5569519 or 5569673 or 5570073 or 5570127 or 5570203 or 5570537 or 5570701 or 5570941 or 5571436 or 5571453 or 5571583 or 5571720 or 5571867 or 5571955 or 5572098 or 5572199 or 5572271 or 5572335 or 5572351 or 5572548 or 5572927 or 5572944 or 5573317 or 5573541 or 5574001 or 5574339 or 5574577 or 5574781 or 5574792 or 5575024 or 5575049 or 5575771 or 5575855 or 5575930 or 5576280 or 5576397 or 5576538 or 5576646 or 5576649 or 5576689 or 5577017 or 5577066 or 5577132 or 5577342 or 5577354 or 5577634 or 5577653 or 5578054 or 5578055 or 5578223 or 5578382 or 5578458 or 5578708 or 5578757 or 5578988 or 5578997 or 5579026 or 5579232 or 5579438 or 5580030 or 5580209 or 5580228 or 5580255 or 5580273,5564301 or 5564708 or 5565270 or 5565946 or 5568516 or 5568867 or 5569092 or 5571571 or 5571583 or 5571867 or 5578149 or 5578219,N/A,5564301 or 5564708 or 5565270 or 5565946 or 5568516 or 5568867 or 5569092 or 5571571 or 5571583 or 5571867 or 5578149 or 5578219,N/A,N/A,"RXN_15561, RXN_19355",N/A,N/A,N/A,"RXN_15561, RXN_19355",RXN_15561,N/A,RXN_15561,N/A
MNXR137615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn00562_c
MNXR142703,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BMTerm_L,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR101143,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"LPLIPAL1A141pp, R_LPLIPAL1A141pp",N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR104216,5564874,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S6TASE17ly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR191950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sgn:SGRA_3599,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn32399_c
MNXR119880,N/A,110681324 or 5563762 or 5566612 or 5567302 or 5567303 or 5567308 or 5568409 or 5569725 or 5571127 or 5571409 or 5571737 or 5572250 or 5573283 or 5576024 or 5576443 or 5576852 or 5577432 or 5578548 or 5579046 or 5579484 or 5580214,N/A,N/A,N/A,110681324 or 5563762 or 5566612 or 5567302 or 5567303 or 5567308 or 5568409 or 5569725 or 5571127 or 5571409 or 5571737 or 5572250 or 5573283 or 5576024 or 5576443 or 5576852 or 5577432 or 5578548 or 5579046 or 5579484 or 5580214,N/A,N/A,N/A,N/A,N/A,RXN_16138,N/A,N/A,N/A,RXN_16138,N/A,N/A,N/A,N/A
MNXR112449,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5568977,5568977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R08960,R08960,N/A
MNXR109745,N/A,N/A,N/A,110673980,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R05663__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR158871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR166081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R13091__in,N/A,N/A,N/A,R13091,R13091,N/A
MNXR108000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,110680419 or 5564156 or 5564158 or 5564469 or 5566975 or 5569333,110680419 or 5564156 or 5564158 or 5564469 or 5566975 or 5569333,N/A,N/A,N/A,N/A,"R03172__in, R03172__in",N/A,N/A,N/A,R03172,R03172,N/A
MNXR151536,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn28615_d0,N/A,N/A,N/A,N/A,N/A
MNXR95865,N/A,5565436,N/A,N/A,N/A,5565436,N/A,N/A,N/A,N/A,N/A,2.6.1.18_RXN,N/A,N/A,N/A,"2.6.1.18_RXN, 2.6.1.18_RXN",N/A,N/A,N/A,N/A
MNXR158660,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR145903,N/A,N/A,110681189 or 5568965 or 5571869 or 5572316 or 5573851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_PAPSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR112240,N/A,5577547,N/A,N/A,N/A,N/A,5577547,5577547 or 5579340,5577547,N/A,N/A,RXN_9797,N/A,N/A,N/A,N/A,RXN_9797,R08734,RXN_9797,N/A
MNXR104937,5565034 or 5567883 or 5567884 or 5567885 or 5567886 or 5567887 or 5567893 or 5569154 or 5569156 or 5569761 or 5571203 or 5579039 or AAEL007421,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRIODTHYSULT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR169256,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23397,N/A,N/A,N/A,N/A
MNXR104161,5572289,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S2TASE3ly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR119787,N/A,5566142 or 5568635 or 5568636 or 5569026 or 5578011 or 5579206,N/A,N/A,N/A,5566142 or 5568635 or 5568636 or 5569026 or 5578011 or 5579206,N/A,N/A,N/A,N/A,N/A,RXN_16030,N/A,N/A,N/A,RXN_16030,N/A,N/A,N/A,N/A
MNXR102790,5564766 or 5571895 or 5580249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PI4PLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR115555,N/A,5578753,N/A,N/A,N/A,5578753,N/A,N/A,N/A,N/A,N/A,3.6.1.52_RXN,N/A,N/A,N/A,3.6.1.52_RXN,N/A,N/A,N/A,N/A
MNXR99471,5566464,110681427 or 5566464,N/A,N/A,N/A,110681427 or 5566464,110681427 or 5566464,110681427 or 5566464,110681427 or 5566464,N/A,FCLTm,PROTOHEMEFERROCHELAT_RXN,"FCLT, R_FCLT",N/A,N/A,PROTOHEMEFERROCHELAT_RXN,PROTOHEMEFERROCHELAT_RXN,R00310,PROTOHEMEFERROCHELAT_RXN,N/A
MNXR97018,N/A,5564056 or 5564787,N/A,N/A,Unknown,5564056 or 5564787,N/A,5564787,5564787,N/A,N/A,CYSTATHIONINE_BETA_LYASE_RXN,N/A,N/A,rxn15166_d0,CYSTATHIONINE_BETA_LYASE_RXN,N/A,R01286,R01286,N/A
MNXR157313,N/A,N/A,5574871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_FALDtpp2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR178048,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn27415_c0,N/A,N/A,N/A,N/A,N/A
MNXR145677,N/A,N/A,N/A,23687479 or 5570559,N/A,N/A,N/A,23687479 or 5570559,23687479 or 5570559,nik:F5I99_07970 or salk:FBQ74_08370,N/A,N/A,N/A,R07603__in,N/A,N/A,N/A,R07603,R07603,rxn35553_c
MNXR211206,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR144969,(5564415 and 5568521 and 5573084 and 5575143) or (5564415 and 5568521 and 5573084 and AAEL000364),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,leo:AMK43_02735 or spho:C3E99_02635 or svc:STVA_48000,GCCcm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn30386_c
MNXR162514,5571397 or 5575285 or 5575933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"RE3346C, RE3346M",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR104220,5564874,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S6TASE20ly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95318,5577139,N/A,5577139,N/A,N/A,N/A,N/A,N/A,5564469 or 5577139,N/A,ACOAD8m,N/A,MBCOAi,N/A,N/A,N/A,N/A,N/A,R04095,N/A
MNXR101474,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R_rxn00456_c0, rxn00456_c0",N/A,N/A,N/A,N/A,N/A
MNXR192104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5567918 or 5569149 or 5571519 or 5573139 or 5574574 or 5576467 or 5578088,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R02541,N/A,N/A
MNXR167987,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23475,N/A,N/A,N/A,N/A
MNXR211876,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR119155,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_15122,N/A,N/A,N/A,N/A
MNXR193409,N/A,N/A,N/A,N/A,N/A,5563904 or 5565360 or 5565372 or 5568633 or 5571406 or 5572081 or 5572923 or 5574197,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_21781,N/A,N/A,N/A,N/A
MNXR122861,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn25661_d0,N/A,N/A,N/A,N/A,N/A
MNXR111838,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5575931 or 5575933,5575931 or 5575933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R08283,R08283,N/A
MNXR140691,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_17753,N/A,N/A,N/A,N/A
MNXR103896,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE3423C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR164961,N/A,N/A,N/A,N/A,N/A,110677788 or 110680883 or 5564489 or 5564490 or 5564584 or 5566444 or 5567362 or 5568599 or 5569017 or 5569935 or 5570016 or 5572241 or 5573316 or 5573555 or 5573880 or 5573963 or 5577466 or 5577990 or 5579940 or 5580263,5566444 or 5568599 or 5572241 or 5573555 or 5573880 or 5578792,N/A,5566444 or 5568599 or 5572241 or 5573555 or 5573880 or 5578792,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20616,RXN_20616,N/A,RXN_20616,N/A
MNXR158510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR163090,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR146650,N/A,5571496,N/A,N/A,N/A,N/A,N/A,5571496,5571496,N/A,N/A,RXN_13760,N/A,N/A,N/A,N/A,N/A,R10183,RXN_13760,N/A
MNXR145324,5568814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,r0678,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103603,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE2069C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95506,5568204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AG13T10g,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR211332,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR211262,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR204387,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR189319,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR190281,5566525,N/A,5566525,N/A,N/A,N/A,N/A,5566525,5566525,hhm:BN341_18130 or mka:MK0205,CTPS1,N/A,"CTPS1, R_CTPS1",R00571__in,N/A,RXN_14325,N/A,R00571,R00571,rxn32058_c
MNXR103610,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE2112C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR190589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ADNK4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR171413,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20666,N/A,N/A,N/A,N/A
MNXR124066,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5563914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRANSENOYLCOARED_RXN,N/A
MNXR108058,N/A,110674007 or 110680302 or 23687599 or 23687722 or 23687740 or 23687872 or 5570715 or 5572855 or 5573679 or 5573680 or 5577525,N/A,N/A,N/A,110674007 or 110680302 or 23687599 or 23687722 or 23687740 or 23687872 or 5570715 or 5572855 or 5573679 or 5573680 or 5577525,110674007 or 110680302 or 23687599 or 23687722 or 23687740 or 23687872 or 5570715 or 5572258 or 5572855 or 5573679 or 5573680,110674007 or 110680302 or 23687599 or 23687722 or 23687740 or 23687872 or 5570715 or 5572258 or 5572855 or 5573679 or 5573680 or 5577525,110674007 or 110680302 or 23687599 or 23687722 or 23687740 or 23687872 or 5570715 or 5572258 or 5572855 or 5573679 or 5573680,N/A,N/A,FARNESOL_DEHYDROGENASE_RXN,N/A,N/A,N/A,FARNESOL_DEHYDROGENASE_RXN,FARNESOL_DEHYDROGENASE_RXN,R03264,FARNESOL_DEHYDROGENASE_RXN,N/A
MNXR110788,N/A,N/A,N/A,110674175 or 110675241 or 23687786 or 5564380 or 5564381 or 5564382 or 5564748 or 5564757 or 5565588 or 5568445 or 5569821 or 5569823 or 5571141 or 5572180 or 5572441 or 5573422 or 5573423 or 5573424 or 5575451 or 5575453 or 5575901 or 5579928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07080__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR190368,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR210915,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR207178,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23687731 or 5564528 or 5567568 or 5573274 or 5573280 or 5573282 or 5573294 or 5573295 or 5573296 or 5573297 or 5575671,23687731 or 5564528 or 5567568 or 5573274 or 5573280 or 5573282 or 5573294 or 5573295 or 5573296 or 5573297 or 5575671,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R12989,R12989,N/A
MNXR175349,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn19277_c0,N/A,N/A,N/A,N/A,N/A
MNXR123693,N/A,N/A,N/A,N/A,N/A,N/A,5564380,N/A,5564380,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN66_181,N/A,RXN66_181,N/A
MNXR100784,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R_rxn01258_d0, rxn01258_d0",N/A,N/A,N/A,N/A,N/A
MNXR121227,N/A,5565353 or 5577303 or 5578941,N/A,N/A,N/A,5565353 or 5577303 or 5578941,5565353 or 5577303 or 5578941,N/A,5565353 or 5577303 or 5578941,N/A,N/A,RXN_17875,N/A,N/A,N/A,RXN_17875,RXN_17875,N/A,RXN_17875,N/A
MNXR100691,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_6383,N/A,N/A,N/A,N/A
MNXR114888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1.1.1.232_RXN, 1.1.1.232_RXN_CPD66_55/NAD//15_OXO_5811_CIS_13_TRANS_ICOSATETRAENO/NADH/PROTON.65., 1.1.1.232_RXN_CPD66_55/NADP//15_OXO_5811_CIS_13_TRANS_ICOSATETRAENO/NADPH/PROTON.67.",N/A,N/A,N/A,N/A
MNXR164928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20582,N/A,N/A,N/A,N/A
MNXR191874,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_10981,N/A,N/A,N/A,N/A
MNXR190732,N/A,N/A,N/A,110674831 or 110676201 or 5565972 or 5565973 or 5566037 or 5571709 or 5571710,N/A,N/A,N/A,110674831 or 110676201 or 5565972 or 5565973 or 5566037 or 5571709 or 5571710,110674831 or 110676201 or 5565972 or 5565973 or 5566037 or 5571709 or 5571710,N/A,N/A,N/A,N/A,"R04998__in, R04998__in",N/A,N/A,N/A,R04998,RXN_8036,N/A
MNXR103510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE1317C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RE3018C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR156619,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR185081,N/A,110681198 or 5564678 or 5566778 or 5567009 or 5567014 or 5567015 or 5567412 or 5575448 or 5578387,N/A,N/A,N/A,110681198 or 5564678 or 5566778 or 5567009 or 5567014 or 5567015 or 5567412 or 5575448 or 5578387,N/A,N/A,N/A,N/A,N/A,RXN_18930,N/A,N/A,N/A,RXN_18930,N/A,N/A,N/A,N/A
MNXR190454,N/A,N/A,5575910,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3NUCLE4, R_3NUCLE4",N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR126089,N/A,110681150 or 5567790,110681150,110681150 or 5567790,N/A,N/A,110681150 or 5567790,110681150 or 5567790,110681150 or 5567790,N/A,N/A,3.1.3.77_RXN,R_ENOPH,R07395__in,N/A,N/A,3.1.3.77_RXN,R07395,3.1.3.77_RXN,N/A
MNXR99616,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"FORCT, R_FORCT",R07290__in,N/A,N/A,N/A,N/A,N/A,N/A
MNXR108808,N/A,N/A,N/A,5575088,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R04318__in, R04318__in",N/A,N/A,N/A,N/A,N/A,N/A
MNXR147134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5576748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R01013,N/A,N/A
MNXR145795,N/A,N/A,5575271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_NPHS,N/A,N/A,N/A,N/A,N/A,N/A,N/A
