MNXR_id,GPR_ref,GPR_au,GPR_cv,GPR_me,GPR_ms,GPR_pt,GPR_rm,GPR_rk,GPR_rc,GPR_rec,rxns_ref,rxns_au,rxns_cv,rxns_me,rxns_ms,rxns_pt,rxns_rm,rxns_rk,rxns_rc,rxns_rec
MNXR96525,N/A,CBJ25954.1 or CBN74441.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CDIPT18111Z160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR121185,N/A,CBN76968.1,N/A,N/A,N/A,CBN76968.1,N/A,N/A,N/A,N/A,N/A,RXN_17824,N/A,N/A,N/A,RXN_17824,N/A,N/A,N/A,N/A
MNXR116093,N/A,CBJ28282.1 or CBN78047.1,N/A,N/A,N/A,CBJ28282.1 or CBN78047.1,N/A,N/A,CBN78047.1,N/A,N/A,NQOR_RXN,N/A,N/A,N/A,"NQOR_RXN, NQOR_RXN_2_METHYL_3_PHYTYL_14_NAPHTHOQUINONE/NADH/PROTON//CPD_12831/NAD.63., NQOR_RXN_2_METHYL_3_PHYTYL_14_NAPHTHOQUINONE/NADPH/PROTON//CPD_12831/NADP.65., NQOR_RXN_CPD_9612/NADH/PROTON//CPD_15301/NAD.36., NQOR_RXN_CPD_9612/NADPH/PROTON//CPD_15301/NADP.38., NQOR_RXN_CPD_9720/NADH/PROTON//CPD_12126/NAD.36., NQOR_RXN_CPD_9720/NADPH/PROTON//CPD_12126/NADP.38., NQOR_RXN_UBIQUINONE_6/NADH/PROTON//UBIQUINOL_30/NAD.43., NQOR_RXN_UBIQUINONE_6/NADPH/PROTON//UBIQUINOL_30/NADP.45., NQOR_RXN_UBIQUINONE_8/NADH/PROTON//CPD_9956/NAD.39., NQOR_RXN_UBIQUINONE_8/NADPH/PROTON//CPD_9956/NADP.41.",N/A,N/A,NQOR_RXN,N/A
MNXR100741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HOMSUCTRAN-RXN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR146698,N/A,N/A,N/A,CBN79165.1 or Esi_0187.0057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R02389__cytop,N/A,N/A,N/A,N/A,N/A,N/A
MNXR190906,N/A,N/A,CBJ29918.1,N/A,N/A,N/A,N/A,N/A,N/A,cap:CLDAP_16210 or tai:Taci_1361,N/A,N/A,R_DGUPP,N/A,N/A,N/A,N/A,N/A,N/A,rxn01370_c
MNXR119161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_15134,N/A,N/A,N/A,N/A
MNXR94705,N/A,CBJ26621.1 or CBJ31349.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1AGPEAT1819Z1819Z,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR106983,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ttk:TST_0589,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn01034_c
MNXR96549,N/A,CBJ25849.1 or CBJ31820.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"CDPDAGS1819Z160, CDPDAGS1819Z160h",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR146701,N/A,N/A,N/A,CBN79165.1 or Esi_0187.0057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R02502__cytop,N/A,N/A,N/A,N/A,N/A,N/A
MNXR106516,N/A,N/A,N/A,Esi_0241.0001,N/A,N/A,N/A,N/A,N/A,N/A,DIHYDROOROT-RXN,N/A,N/A,"R00402__cytop, R00402__pero",N/A,N/A,N/A,N/A,N/A,N/A
MNXR115493,N/A,CBJ27944.1 or CBJ31555.1 or CBN74220.1 or CBN74221.1 or CBN74223.1 or CBN74225.1 or CBN74730.1 or CBN75786.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4.21.7_RXN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR150929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ30926.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R10859,N/A
MNXR148230,N/A,CBJ28015.1 or CBJ28016.1 or CBJ28018.1 or CBJ31195.1 or CBJ33454.1 or CBN79973.1 or CBN79974.1,N/A,N/A,N/A,CBJ28015.1 or CBJ28016.1 or CBJ28018.1 or CBJ31195.1 or CBJ33454.1 or CBN79973.1 or CBN79974.1,N/A,N/A,N/A,N/A,N/A,CARBONYL_REDUCTASE_NADPH_RXN,N/A,N/A,N/A,CARBONYL_REDUCTASE_NADPH_RXN,N/A,N/A,N/A,N/A
MNXR94770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_2AGPG181tipp,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR187586,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ30981.1 or CBJ34194.1,N/A,N/A,N/A,N/A,N/A,N/A,RXN_18918,N/A,N/A,RXN_18918,N/A
MNXR146739,N/A,CBJ27195.1 or CBJ27196.1 or CBJ34224.1,N/A,CBJ27195.1 or CBJ27196.1,N/A,CBJ27195.1 or CBJ27196.1 or CBJ34224.1,N/A,CBJ27195.1 or CBJ27196.1,CBJ27195.1 or CBJ27196.1,bge:BC1002_3402 or mxa:MXAN_3143 or saci:Sinac_0251,N/A,RXN0_901,N/A,R02103__cytop,N/A,RXN0_901,N/A,R02103,RXN0_901,rxn31779_c
MNXR110920,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,bpf:BpOF4_00800 or daer:H9K75_17080 or dpd:Deipe_0219 or dsf:UWK_00711 or kbs:EPA93_29830 or lum:CNR27_13255 or otk:C6570_05290 or pms:KNP414_07532 or rbd:ALSL_0944 or sper:EW093_15790,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn07214_c
MNXR106713,N/A,N/A,N/A,Esi_0117.0019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R00849__cytop,N/A,N/A,N/A,N/A,N/A,N/A
MNXR112579,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R09142__cytop,N/A,N/A,N/A,N/A,R09142,N/A
MNXR96436,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_CA2tex,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR117790,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_12890,N/A,N/A,N/A,N/A
MNXR195397,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ25863.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R02085,N/A,N/A
MNXR135754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EX_biomass
MNXR145203,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_HIBD,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103132,N/A,N/A,N/A,CBJ31610.1,N/A,CBJ31610.1,N/A,N/A,CBJ31610.1,N/A,N/A,N/A,N/A,"R03222__chlo, R03222__cytop",N/A,PROTOPORGENOXI_RXN,N/A,N/A,PROTOPORGENOXI_RXN,N/A
MNXR189008,N/A,CBJ29918.1 or CBN77850.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cap:CLDAP_16210 or tai:Taci_1361,N/A,UTUP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn00712_c
MNXR118660,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN-14389,N/A,N/A,N/A,N/A,RXN_14389,N/A,N/A,N/A,N/A
MNXR115205,N/A,CBJ28351.1 or CBN78530.1,N/A,N/A,N/A,CBJ28351.1 or CBN78530.1,N/A,N/A,N/A,N/A,N/A,2.7.11.9_RXN,N/A,N/A,N/A,2.7.11.9_RXN,N/A,N/A,N/A,N/A
MNXR122921,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBN78890.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_9647,N/A
MNXR112286,N/A,N/A,N/A,N/A,N/A,N/A,CBN77985.1,N/A,CBN77985.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_9315,N/A,RXN_9315,N/A
MNXR122010,N/A,CBN79025.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_7711,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR104681,N/A,(CBJ28735.1 and CBN77471.1) or (CBJ30626.1 and CBN75717.1) or CBJ32519.1 or CBN75175.1 or CBN76735.1 or CBN77733.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TAGAH1801819Z1835Z9Z12Z,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR116246,N/A,CBJ33759.1 or CBJ34072.1,N/A,N/A,N/A,CBJ33759.1 or CBJ34072.1,CBJ34072.1,N/A,CBJ34072.1,N/A,N/A,RENILLA_LUCIFERIN_2_MONOOXYGENASE_RXN,N/A,N/A,N/A,RENILLA_LUCIFERIN_2_MONOOXYGENASE_RXN,RENILLA_LUCIFERIN_2_MONOOXYGENASE_RXN,N/A,RENILLA_LUCIFERIN_2_MONOOXYGENASE_RXN,N/A
MNXR101730,CBN76716.1,CBJ28362.1 or CBJ30470.1 or CBN76716.1,N/A,CBN76716.1,N/A,CBJ28362.1 or CBJ30470.1 or CBN76716.1,N/A,N/A,CBN76716.1,bbay:A4V04_07180 or cap:CLDAP_27380,RXN-8348,RXN_8344,N/A,R09726__cytop,N/A,RXN_8344,N/A,N/A,"R09726, RXN_8344",rxn16574_c
MNXR187518,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR108600,N/A,CBN74994.1 or CBN76607.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7.11.7_RXN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR149076,N/A,N/A,N/A,CBN79094.1,N/A,N/A,N/A,N/A,CBJ30182.1 or CBJ33584.1 or CBN77155.1 or CBN79094.1,N/A,N/A,N/A,N/A,"R04962__cytop, R04962__mito",N/A,N/A,N/A,N/A,R04962,N/A
MNXR94707,N/A,CBJ26621.1 or CBJ31349.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1AGPEAT1819Z1835Z9Z12Z,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR97146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_DAPabcpp,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR152661,N/A,N/A,N/A,CBJ48414.1,N/A,N/A,N/A,N/A,CBJ28015.1 or CBJ28016.1 or CBJ28018.1 or CBJ31195.1 or CBJ33584.1 or CBJ48414.1 or CBN74948.1 or CBN74950.1 or CBN75739.1 or CBN76651.1 or CBN78054.1 or CBN78841.1,N/A,N/A,N/A,N/A,"R04566__chlo, R04566__cytop",N/A,N/A,N/A,N/A,R04566,N/A
MNXR117115,CBJ26240.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN-11717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR114084,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR165025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20696,N/A,N/A,N/A,N/A
MNXR115909,CBN75987.1,CBJ48669.1 or CBN74309.1,N/A,N/A,N/A,CBJ48669.1 or CBN74309.1,N/A,N/A,CBJ48669.1,N/A,DCMP-DEAMINASE-RXN,GCVT_RXN,N/A,N/A,N/A,GCVT_RXN,N/A,N/A,GCVT_RXN,N/A
MNXR109819,N/A,CBN76792.1,N/A,N/A,N/A,CBN76792.1,N/A,N/A,N/A,N/A,N/A,2.1.1.145_RXN,N/A,N/A,N/A,2.1.1.145_RXN,N/A,N/A,N/A,N/A
MNXR95732,N/A,N/A,CBN79171.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_ALDD1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR152269,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR190577,N/A,CBN77659.1,N/A,N/A,N/A,CBN77659.1,N/A,N/A,N/A,bfn:OI25_6142 or pho:PH1001 or tha:TAM4_325,N/A,ATP_ADENYLYLTRANSFERASE_RXN,N/A,N/A,N/A,ATP_ADENYLYLTRANSFERASE_RXN,N/A,N/A,N/A,rxn35428_c
MNXR121222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBN73848.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_17870,N/A
MNXR118924,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR106405,N/A,N/A,N/A,CBJ28342.1 or CBJ30430.1 or CBJ48641.1 or CBJ49264.1 or CBN75928.1 or CBN79447.1 or Esi_0071.0094,N/A,N/A,N/A,CBJ28342.1 or CBJ48641.1 or CBJ49264.1 or CBN75928.1,CBJ28342.1 or CBJ48641.1 or CBJ49264.1 or CBN75928.1,hho:HydHO_0964 or pser:ABRG53_3984 or syn:sll1852 or synk:KR100_15395 or tal:Thal_0557 or tvn:NIES2134_101070,N/A,N/A,N/A,"R00139__chlo, R00139__cytop, R00139__extr, R00139__mito",N/A,N/A,N/A,R00139,R00139,rxn00107_c
MNXR150112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,euz:DVS28_a2375 or kse:Ksed_21270 or ssia:A7J05_34085 or sur:STAUR_7169,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn07724_c
MNXR192343,N/A,N/A,N/A,N/A,N/A,N/A,CBJ26509.1,N/A,CBJ26509.1,N/A,N/A,N/A,N/A,N/A,N/A,RXN_7985,RXN_7985,N/A,RXN_7985,N/A
MNXR112540,N/A,N/A,N/A,CBN75444.1 or CBN75596.1 or CBN76138.1,N/A,N/A,N/A,N/A,CBN75444.1 or CBN75596.1 or CBN76138.1,dmr:Deima_2426 or mib:UY43_C0001G0350 or ttr:Tter_0031,N/A,N/A,N/A,"R09099__chlo, R09099__cytop, R09099__mito",N/A,N/A,N/A,N/A,THMPT_SER_RXN,rxn15964_c
MNXR154640,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ32713.1,CBJ32713.1,lagg:B0E33_10030 or mmes:MMSR116_08610 or vei:Veis_0353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R03180,GUANIDINOBUTANAMIDE_NH3_RXN,rxn38142_c
MNXR104649,N/A,CBJ25740.1 or CBN78746.1,N/A,CBJ25740.1,CBJ25740.1,CBJ25740.1 or CBN78746.1,N/A,CBJ25740.1,CBJ25740.1,bum:AXG89_02105 or rub:GBA63_01430,N/A,"SULFITE_OXIDASE_RXN, SULO, SULOm",N/A,"R00533__cytop, R00533__mito","R_rxn00383_c0, R_rxn00383_x0, rxn00383_c0, rxn00383_x0",SULFITE_OXIDASE_RXN,N/A,R00533,SULFITE_OXIDASE_RXN,rxn32966_c
MNXR115974,N/A,CBJ28866.1,N/A,N/A,N/A,CBJ28866.1,N/A,N/A,N/A,N/A,N/A,HYDROXYPYRUVATE_REDUCTASE_RXN,N/A,N/A,N/A,HYDROXYPYRUVATE_REDUCTASE_RXN,N/A,N/A,N/A,N/A
MNXR107035,N/A,N/A,N/A,CBJ28845.1 or CBN76135.1 or CBN78717.1 or CBN79553.1 or CBN79554.1 or Esi_0254.0031,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R01516__chlo, R01516__cytop",N/A,N/A,N/A,N/A,N/A,N/A
MNXR139959,N/A,CBN79352.1,N/A,N/A,N/A,CBN79352.1,N/A,N/A,N/A,N/A,N/A,3.1.4.45_RXN,N/A,N/A,N/A,"3.1.4.45_RXN, 3.1.4.45_RXN",N/A,N/A,N/A,N/A
MNXR151379,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR103116,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR123246,N/A,CBJ25555.1 or CBJ32739.1,N/A,N/A,N/A,CBJ25555.1 or CBJ32739.1,N/A,N/A,N/A,N/A,N/A,RXN0_5293,N/A,N/A,N/A,RXN0_5293,N/A,N/A,N/A,N/A
MNXR149941,N/A,N/A,N/A,CBN77313.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07487__cytop,N/A,N/A,N/A,N/A,N/A,N/A
MNXR145439,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,wch:wcw_1777,N/A,N/A,N/A,N/A,N/A,RXN_8654,N/A,N/A,N/A,rxn15699_c
MNXR152629,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR190328,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBN73854.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R12124,N/A
MNXR100392,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN0-366,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR149092,N/A,N/A,N/A,CBJ30182.1 or CBN77155.1,N/A,N/A,N/A,N/A,CBJ30182.1 or CBN77155.1,N/A,N/A,N/A,N/A,"R04969__chlo, R04969__cytop",N/A,N/A,N/A,N/A,R04969,N/A
MNXR146291,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rsp:RSP_0721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn32753_c
MNXR95455,CBJ28070.1 or CBJ32442.1,CBJ28070.1 or CBJ32442.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAMDECARB-RXN,AMCL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR163475,N/A,N/A,N/A,CBJ49171.1,N/A,N/A,N/A,N/A,CBJ49171.1,N/A,N/A,N/A,N/A,R11762__cytop,N/A,N/A,N/A,N/A,R11762,N/A
MNXR190276,N/A,CBJ26358.1 or CBJ28709.1 or CBJ29127.1 or CBJ48878.1 or CBN73865.1 or CBN79625.1,N/A,N/A,N/A,CBJ26358.1 or CBJ28709.1 or CBJ29127.1 or CBJ48878.1 or CBN73865.1 or CBN79625.1,N/A,N/A,N/A,N/A,N/A,RXN_18303,N/A,N/A,N/A,RXN_18303,N/A,N/A,N/A,N/A
MNXR116485,CBJ32145.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MALONYL-COA-DECARBOXYLASE-RXN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR173480,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cpi:Cpin_2009 or pgo:FSB84_20490 or rgi:RGI145_02340 or seon:BWZ22_15220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn15597_c
MNXR147069,N/A,CBN75509.1,N/A,N/A,N/A,CBN75509.1,N/A,N/A,N/A,N/A,N/A,RXN18C3_60,N/A,N/A,N/A,RXN18C3_60,N/A,N/A,N/A,N/A
MNXR190517,N/A,N/A,CBN79823.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_ACCOAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR97906,N/A,CBN77155.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,EGMEACPR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR116880,CBN76924.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN-11357,N/A,N/A,N/A,N/A,"RXN_11357, RXN_11357_CPD_7524/2_METHYL_3_PHYTYL_14_NAPHTHOQUINONE//CPD_7496/CPD_12831.65., RXN_11357_CPD_7524/CPD_9612//CPD_7496/CPD_15301.38., RXN_11357_CPD_7524/CPD_9720//CPD_7496/CPD_12126.38., RXN_11357_CPD_7524/UBIQUINONE_6//CPD_7496/UBIQUINOL_30.45., RXN_11357_CPD_7524/UBIQUINONE_8//CPD_7496/CPD_9956.41.",N/A,N/A,N/A,N/A
MNXR184846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ26643.1 or CBJ33298.1 or CBN74323.1 or CBN74787.1 or CBN74788.1 or CBN76550.1 or CBN77890.1 or CBN77891.1 or CBN77892.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_19605,N/A
MNXR129130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23456,N/A,N/A,N/A,N/A
MNXR114649,N/A,CBJ25630.1 or CBJ28221.1 or CBJ29140.1 or CBJ30578.1 or CBJ33612.1 or CBJ33613.1 or CBJ33663.1 or CBJ33730.1 or CBN78299.1,N/A,N/A,N/A,CBJ25630.1 or CBJ28221.1 or CBJ29140.1 or CBJ30578.1 or CBJ33612.1 or CBJ33613.1 or CBJ33663.1 or CBJ33730.1 or CBN78299.1,N/A,N/A,N/A,N/A,N/A,RXN_17510,N/A,N/A,N/A,RXN_17510,N/A,N/A,N/A,N/A
MNXR117956,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_13228,N/A,N/A,N/A,N/A
MNXR190438,N/A,CBJ28888.1 or CBN73844.1,N/A,CBJ28888.1,N/A,CBJ28888.1 or CBN73844.1,N/A,CBJ28888.1 or CBN73844.1,CBJ28888.1 or CBN73844.1,N/A,N/A,"HICH, RXN_6384",N/A,R03158__cytop,N/A,RXN_6384,N/A,R03158,RXN_6384,N/A
MNXR153042,N/A,CBJ31343.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,che:CAHE_0239,N/A,"ASPTL, ASPTLm",N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn30161_c
MNXR151308,N/A,N/A,N/A,CBN79181.1 or Esi_0290.0015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R06286__chlo, R06286__cytop, R06286__extr",N/A,N/A,N/A,N/A,N/A,N/A
MNXR118935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR97831,CBJ28110.1,CBJ28110.1,N/A,N/A,CBJ26840.1 or CBJ28110.1 or CBJ31539.1 or CBN76902.1,N/A,N/A,N/A,N/A,N/A,DXS-RXN,DXS,N/A,N/A,rxn03909_d0,N/A,N/A,N/A,N/A,N/A
MNXR191668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR192348,N/A,N/A,N/A,CBJ26509.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R07178__cytop, R07178__extr",N/A,N/A,N/A,N/A,N/A,N/A
MNXR100464,N/A,CBN79851.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GUAD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR97149,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_DARBt3ipp,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR97098,N/A,N/A,CBN74381.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_DAGK180,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR112682,N/A,CBN74415.1,N/A,N/A,N/A,CBN74415.1,N/A,N/A,CBJ29940.1 or CBN74415.1,N/A,N/A,TRANS_PENTAPRENYLTRANSFERASE_RXN,N/A,N/A,N/A,TRANS_PENTAPRENYLTRANSFERASE_RXN,N/A,N/A,TRANS_PENTAPRENYLTRANSFERASE_RXN,N/A
MNXR164059,N/A,CBJ27620.1 or CBJ27621.1 or CBN75335.1,N/A,N/A,N/A,CBJ27620.1 or CBJ27621.1 or CBN75335.1,CBJ27621.1 or CBJ29134.1 or CBJ31794.1 or CBJ49182.1 or CBJ49233.1 or CBN75644.1,N/A,CBJ27621.1 or CBJ29134.1 or CBJ31794.1 or CBJ49182.1 or CBJ49233.1 or CBN75644.1,N/A,N/A,RXN_18740,N/A,N/A,N/A,RXN_18740,RXN_18740,N/A,RXN_18740,N/A
MNXR110777,N/A,N/A,N/A,CBJ26832.1 or CBN74506.1,N/A,N/A,N/A,N/A,CBJ26832.1 or CBJ30560.1 or CBN74506.1 or CBN80267.1,aza:AZKH_p0451 or bbro:BAU06_03300 or calt:Cal6303_0328 or gsn:YC6258_01641 or labp:FJ695_13745 or mcg:GL4_2957 or plp:Ple7327_2576 or pzh:CX676_12345 or rfr:Rfer_3267 or rhg:EXZ61_13180 or shum:STHU_28450 or sjp:SJA_C1-19860 or smic:SmB9_28310 or sync:CB0101_00960 or syr:SynRCC307_1495 or tpx:Turpa_1788,N/A,N/A,N/A,"R07069__cytop, R07069__mito, R07069__pero",N/A,N/A,N/A,N/A,R07069,rxn04872_c
MNXR112814,N/A,N/A,N/A,CBJ26899.1 or CBN74516.1,N/A,N/A,N/A,N/A,CBJ26899.1 or CBN74516.1,N/A,N/A,N/A,N/A,"R09386__cytop, R09386__mito, R09386__nucl",N/A,N/A,N/A,N/A,R09386,N/A
MNXR112830,N/A,N/A,N/A,CBJ48571.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R09406__cytop,N/A,N/A,N/A,N/A,N/A,N/A
MNXR111095,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ30195.1 or CBJ31882.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R07461,N/A
MNXR151246,N/A,N/A,N/A,N/A,N/A,N/A,CBJ48835.1,N/A,CBJ48835.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_14685,N/A,"R12055, RXN_14685",N/A
MNXR208198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23487,N/A,N/A,N/A,N/A
MNXR123130,CBN73977.1,N/A,N/A,N/A,N/A,N/A,CBN73977.1 or CBN78203.1,N/A,CBN73977.1 or CBN78203.1,N/A,RXN0-2023,N/A,N/A,N/A,N/A,N/A,RXN0_2023,N/A,RXN0_2023,N/A
