MNXR_id,GPR_ref,GPR_au,GPR_cv,GPR_me,GPR_ms,GPR_pt,GPR_rm,GPR_rk,GPR_rc,GPR_rec,rxns_ref,rxns_au,rxns_cv,rxns_me,rxns_ms,rxns_pt,rxns_rm,rxns_rk,rxns_rc,rxns_rec
MNXR173520,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cag:Cagg_2936 or cap:CLDAP_15420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn15678_c
MNXR119981,N/A,CBJ49171.1 or CBN76512.1 or CBN76513.1 or CBN76904.1,N/A,N/A,N/A,CBJ49171.1 or CBN76512.1 or CBN76513.1 or CBN76904.1,N/A,N/A,N/A,N/A,GUANIDINOBUTYRASE-RXN,RXN_16261,N/A,N/A,N/A,RXN_16261,N/A,N/A,N/A,N/A
MNXR106695,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR208205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_23494,N/A,N/A,N/A,N/A
MNXR179822,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mrm:A7982_00879 or rhod:AOT96_26995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn31478_c
MNXR104335,N/A,CBJ48808.1,N/A,N/A,N/A,N/A,N/A,N/A,CBJ48808.1,N/A,RXN-5641,SERDC,N/A,N/A,N/A,RXN_5641,N/A,N/A,R12757,N/A
MNXR151979,N/A,N/A,N/A,CBJ32119.1 or Esi_0185.0038,CBJ27903.1 or CBJ30310.1 or CBJ30757.1 or CBJ32119.1,N/A,N/A,N/A,CBJ30310.1 or CBJ32119.1,N/A,N/A,N/A,N/A,"R10089__cytop, R10089__nucl","rxn21635_c0, rxn21635_n0",N/A,N/A,N/A,R10089,N/A
MNXR164903,N/A,N/A,N/A,N/A,N/A,N/A,CBN79068.1,N/A,CBN79068.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20554,N/A,RXN_20554,N/A
MNXR193595,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_22002,N/A,N/A,N/A,N/A
MNXR193826,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_22332,N/A,N/A,N/A,N/A
MNXR95654,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR147168,CBN78019.1,N/A,N/A,CBN78471.1,CBJ48793.1,N/A,N/A,CBJ48793.1 or CBN78471.1,CBJ48793.1 or CBN78471.1,caer:CSV91_06655 or pcay:FRD00_29585,RXN-10954,N/A,N/A,"R01163__cytop, R01163__nucl","R_rxn00863_d0, rxn00863_d0",HISTALDEHYD_RXN,N/A,R01163,HISTALDEHYD_RXN,rxn19892_c
MNXR122574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR121166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR152415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ExchangeSeed_PROTON,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR121168,CBJ27233.1 or CBJ29605.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN-17793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR125801,N/A,CBJ32169.1,CBJ32169.1,N/A,CBN76203.1,N/A,N/A,N/A,N/A,N/A,N/A,DHDPS,R_DHDPS,N/A,"R_rxn01644_d0, rxn01644_d0",N/A,N/A,N/A,N/A,N/A
MNXR151120,N/A,CBN78040.1,N/A,N/A,N/A,CBN78040.1,N/A,N/A,N/A,N/A,N/A,3.4.14.4_RXN,N/A,N/A,N/A,3.4.14.4_RXN,N/A,N/A,N/A,N/A
MNXR116885,CBN79828.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN-11370,N/A,N/A,N/A,N/A,RXN_11370,N/A,N/A,N/A,N/A
MNXR144153,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"RXN_23516, RXN66_494",N/A,N/A,N/A,N/A
MNXR114844,N/A,CBJ29960.1,N/A,N/A,N/A,CBJ29960.1,N/A,N/A,N/A,N/A,N/A,RXN_17104,N/A,N/A,N/A,RXN_17104,N/A,N/A,N/A,N/A
MNXR145475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR147722,N/A,N/A,N/A,CBJ25625.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R02617__cytop,N/A,N/A,N/A,N/A,N/A,N/A
MNXR121475,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_18183,N/A,N/A,N/A,N/A
MNXR145904,N/A,N/A,N/A,CBJ31693.1,N/A,N/A,N/A,CBJ31693.1,N/A,N/A,N/A,N/A,N/A,"R02021__chlo, R02021__cytop",N/A,N/A,N/A,R02021,N/A,N/A
MNXR95118,N/A,CBJ25822.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A2GALT4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR97969,CBN79735.1,CBJ26798.1 or CBJ26823.1 or CBN77417.1 or CBN78626.1 or CBN79735.1,N/A,CBJ26798.1 or CBN77417.1,N/A,CBJ26798.1 or CBJ26823.1 or CBN77417.1 or CBN78626.1 or CBN79735.1,CBN77417.1,CBJ26798.1 or CBN77417.1 or CBN79735.1,CBN77417.1,N/A,ETHANOLAMINE-KINASE-RXN,"ETHAK, ETHANOLAMINE_KINASE_RXN",N/A,"R01468__cytop, R01468__extr",N/A,ETHANOLAMINE_KINASE_RXN,ETHANOLAMINE_KINASE_RXN,R01468,ETHANOLAMINE_KINASE_RXN,N/A
MNXR163813,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ28085.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R12390,N/A
MNXR95324,N/A,CBN77027.1 or CBN77837.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACOADAGAT16018111Z1835Z9Z12Z,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR96085,CBJ30694.1 or CBN77639.1 or CBN79091.1 or CBN79266.1 or CBN79893.1,CBJ32322.1 or CBJ48947.1 or CBN77779.1,CBJ32322.1 or CBJ48947.1,CBJ48947.1 or Esi_0330.0001,CBJ30123.1 or CBJ48394.1 or CBJ48947.1,CBJ32322.1 or CBJ48947.1 or CBN77779.1,CBJ32322.1 or CBJ48947.1,CBJ32322.1 or CBJ48947.1,CBJ32322.1 or CBJ48947.1,pcay:FRD00_09890 or tbe:Trebr_1690,RXN-14179,"ASPARTATEKIN_RXN, ASPK",R_ASPK,"R00480__chlo, R00480__cytop","R_rxn00337_d0, rxn00337_d0",ASPARTATEKIN_RXN,ASPARTATEKIN_RXN,R00480,ASPARTATEKIN_RXN,rxn27724_c
MNXR99895,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR122266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ32926.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_8330,N/A
MNXR118563,CBJ27122.1,CBJ49083.1,N/A,N/A,N/A,CBJ49083.1,N/A,N/A,N/A,N/A,RXN-14201,RXN_14200,N/A,N/A,N/A,RXN_14200,N/A,N/A,N/A,N/A
MNXR122662,CBJ27325.1 or CBN75233.1 or CBN79767.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN0-308,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR195417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,salu:DC74_3601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn01685_c
MNXR94946,N/A,(CBJ28591.1 and CBJ48414.1) or (CBJ28591.1 and CBN73964.1),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3OAR160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR164959,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20614,N/A,N/A,N/A,N/A
MNXR164466,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_19830,N/A,N/A,N/A,N/A
MNXR115706,CBJ26506.1 or CBJ26686.1 or CBJ27097.1 or CBJ28735.1 or CBJ30626.1 or CBJ32875.1 or CBN74077.1 or CBN74078.1 or CBN74082.1 or CBN74085.1 or CBN74101.1 or CBN75005.1 or CBN75717.1 or CBN76735.1 or CBN77733.1 or CBN78596.1 or CBN78597.1 or CBN79106.1 or CBN80476.1,CBJ25592.1 or CBJ26591.1 or CBN79450.1,N/A,N/A,N/A,CBJ25592.1 or CBJ26591.1 or CBN79450.1,N/A,N/A,CBJ25592.1 or CBN79450.1,N/A,RXN-12086,ARGININE__TRNA_LIGASE_RXN,N/A,N/A,N/A,ARGININE__TRNA_LIGASE_RXN,N/A,N/A,ARGININE__TRNA_LIGASE_RXN,N/A
MNXR96117,N/A,CBJ29376.1 or CBJ31850.1 or CBJ48480.1 or CBN76984.1,CBJ31850.1 or CBJ32377.1 or CBJ32585.1 or CBJ48710.1 or CBN75026.1 or CBN76984.1 or CBN78715.1,CBJ29376.1 or CBJ31850.1 or CBJ48480.1 or CBN76984.1 or CBN78715.1,N/A,N/A,CBJ31850.1,CBJ29376.1 or CBJ31850.1 or CBJ48480.1 or CBN74091.1 or CBN76984.1,CBJ31850.1,alp:LPB137_06600 or ave:Arcve_1092 or dmr:Deima_2919 or eam:EAMY_1025 or hoh:Hoch_6459 or nbg:DV706_00550 or rox:BV494_11650 or thf:MA03_06700 or tig:THII_2611,N/A,"ATDAM, ATDAMh, ATDAMm",R_DADK,"R01547__chlo, R01547__cytop, R01547__nucl",N/A,N/A,DEOXYADENYLATE_KINASE_RXN,R01547,DEOXYADENYLATE_KINASE_RXN,rxn32473_c
MNXR115003,CBJ27561.1 or CBJ28772.1 or CBJ49291.1 or CBN75155.1 or CBN76481.1,CBJ27561.1 or CBJ28772.1 or CBJ48915.1 or CBJ49291.1 or CBN75155.1 or CBN76481.1,N/A,N/A,N/A,N/A,N/A,N/A,CBJ27561.1 or CBJ28772.1 or CBJ48915.1,N/A,1.8.4.12-RXN,1.8.4.12_RXN,N/A,N/A,N/A,N/A,N/A,N/A,1.8.4.12_RXN,N/A
MNXR109917,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R05887__cytop,N/A,N/A,N/A,N/A,R05887,N/A
MNXR147785,N/A,N/A,N/A,CBJ30202.1 or CBN77084.1,N/A,N/A,N/A,CBJ31154.1,N/A,N/A,N/A,N/A,N/A,R02746__cytop,N/A,N/A,N/A,R02746,N/A,N/A
MNXR99706,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_FUMAC,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR118314,CBN78379.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR110669,N/A,N/A,N/A,CBJ30233.1,N/A,N/A,N/A,N/A,N/A,lcj:NCTC11976_02676,N/A,N/A,N/A,R06945__cytop,N/A,N/A,N/A,N/A,N/A,rxn04754_c
MNXR113874,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR146992,N/A,N/A,N/A,CBJ48774.1 or Esi_0489.0017,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R00623__cytop, R00623__extr",N/A,N/A,N/A,N/A,N/A,N/A
MNXR108820,CBN75583.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RIBOFLAVINSYNDEAM-RXN,N/A,N/A,N/A,N/A,RXN_4821,N/A,N/A,N/A,N/A
MNXR122256,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ32926.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_8320,N/A
MNXR120237,CBJ48414.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN-16616,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR164220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_19146,N/A,N/A,N/A,N/A
MNXR150065,N/A,N/A,N/A,CBJ31787.1 or Esi_0071.0057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"R07766__chlo, R07766__cytop, R07766__mito",N/A,N/A,N/A,N/A,N/A,N/A
MNXR190874,CBN76727.1 or CBN77121.1 or CBN77813.1 or CBN77814.1,CBJ32419.1 or CBJ32420.1 or CBJ32423.1,CBJ49155.1,Esi_0337.0035,Unknown,CBJ32419.1 or CBJ32420.1 or CBJ32423.1,CBJ32419.1 or CBJ32423.1,CBJ32419.1 or CBJ32423.1,CBJ32419.1 or CBJ32423.1,caa:Caka_1808 or dma:DMR_21220,2.3.1.41-RXN,"DAPDC, DIAMINOPIMDECARB_RXN",R_DAPDC,R00451__cytop,"R_rxn00313_d0, rxn00313_d0",DIAMINOPIMDECARB_RXN,DIAMINOPIMDECARB_RXN,R00451,DIAMINOPIMDECARB_RXN,rxn27788_c
MNXR97383,CBN77313.1,CBN77313.1,N/A,N/A,N/A,CBN77313.1,CBN77313.1,N/A,CBN77313.1,N/A,RXN66-27,RXN66_27,N/A,N/A,N/A,RXN66_27,RXN66_27,N/A,RXN66_27,N/A
MNXR96437,N/A,N/A,CBJ28853.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_CAt4,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95744,N/A,N/A,N/A,CBJ26967.1,N/A,N/A,N/A,N/A,CBJ26967.1 or CBJ33263.1,N/A,N/A,N/A,N/A,R02678__cytop,N/A,N/A,N/A,N/A,RXN_10715,N/A
MNXR207251,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R13113__cytop,N/A,N/A,N/A,N/A,R13113,N/A
MNXR173163,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"rxn15151_c0, rxn15151_n0",N/A,N/A,N/A,N/A,N/A
MNXR118009,N/A,CBJ26346.1 or CBJ30081.1,N/A,N/A,N/A,CBJ26346.1 or CBJ30081.1,N/A,N/A,CBJ26346.1 or CBJ30081.1,N/A,N/A,RXN_13304,N/A,N/A,N/A,RXN_13304,N/A,N/A,RXN_13304,N/A
MNXR191429,N/A,CBJ30207.1 or CBN77359.1,N/A,CBN77359.1,N/A,CBJ30207.1 or CBN77359.1,N/A,CBJ29173.1 or CBJ30207.1 or CBN78841.1,CBJ29173.1 or CBJ30207.1 or CBN78841.1,N/A,N/A,ESTRADIOL_17_BETA_DEHYDROGENASE_RXN,N/A,"R02353__cytop, R02353__extr, R02353__nucl",N/A,ESTRADIOL_17_BETA_DEHYDROGENASE_RXN,N/A,R02353,R02353,N/A
MNXR164946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20601,N/A,N/A,N/A,N/A
MNXR148976,N/A,N/A,N/A,CBJ30942.1 or CBJ32131.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R04783__cytop,N/A,N/A,N/A,N/A,N/A,N/A
MNXR95344,N/A,CBN77027.1 or CBN77837.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ACOADAGAT18111Z1819Z160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR109432,N/A,N/A,N/A,CBJ48571.1,N/A,N/A,N/A,N/A,CBN76652.1 or CBN76653.1,N/A,N/A,N/A,N/A,R05259__cytop,N/A,N/A,N/A,N/A,R05259,N/A
MNXR191371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR173313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dal:Dalk_2094 or magq:MGMAQ_0930 or rhg:EXZ61_03770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn15365_c
MNXR102099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR145929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TRANS_RXN_218,N/A,N/A,N/A,N/A
MNXR119807,N/A,CBJ27287.1,N/A,N/A,N/A,CBJ27287.1,N/A,N/A,N/A,N/A,N/A,RXN_16053,N/A,N/A,N/A,RXN_16053,N/A,N/A,N/A,N/A
MNXR191018,N/A,N/A,CBJ26823.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_FACOAL180t2pp,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR188257,N/A,N/A,CBN80045.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R_INOSR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR144588,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fmr:Fuma_05598 or sbf:JCM31447_04780 or tmr:Tmar_0918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn30128_c
MNXR116116, or CBJ27103.1 or CBJ27113.1 or CBJ27233.1 or CBJ27616.1 or CBJ27732.1 or CBJ28003.1 or CBJ28763.1 or CBJ30678.1 or CBJ31525.1 or CBJ32725.1 or CBJ33178.1 or CBJ33321.1 or CBJ33786.1 or CBJ33787.1 or CBJ33789.1 or CBJ33790.1 or CBJ33965.1 or CBN73902.1 or CBN74705.1 or CBN74802.1 or CBN74945.1 or CBN74976.1 or CBN74988.1 or CBN76582.1 or CBN77040.1 or CBN77562.1 or CBN78093.1 or CBN78284.1 or CBN78452.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PEROXID-RXN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR102286,N/A,N/A,N/A,CBJ48571.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R09408__cytop,N/A,N/A,N/A,N/A,N/A,N/A
MNXR101281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tra:Trad_0660,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn01057_c
MNXR146451,N/A,CBJ27894.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQDGS160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR117510,N/A,CBJ32227.1 or CBN74289.1 or CBN78672.1,N/A,N/A,N/A,CBJ32227.1 or CBN74289.1 or CBN78672.1,CBN74289.1 or CBN78672.1,N/A,CBN74289.1 or CBN78672.1,N/A,N/A,RXN_12376,N/A,N/A,N/A,RXN_12376,RXN_12376,N/A,RXN_12376,N/A
MNXR164294,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_19365,N/A,N/A,N/A,N/A
MNXR164047,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ28379.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_18710,N/A
MNXR117870,N/A,CBN77018.1,N/A,N/A,N/A,CBN77018.1,N/A,N/A,N/A,N/A,N/A,RXN_13031,N/A,N/A,N/A,RXN_13031,N/A,N/A,N/A,N/A
MNXR152862,CBJ25649.1 or CBJ25721.1 or CBJ33850.1,CBJ25649.1 or CBJ25721.1 or CBJ33850.1 or CBN74140.1,N/A,CBJ25649.1 or CBJ25721.1 or Esi_0646.0004,N/A,CBJ25649.1 or CBJ25721.1 or CBJ33850.1 or CBN74140.1,N/A,CBJ25649.1 or CBJ25721.1 or CBJ33850.1,CBJ25649.1 or CBJ25721.1 or CBJ33850.1,aba:Acid345_2096 or emv:HQR01_13665 or let:O77CONTIG1_03174 or lne:FZC33_06155 or lyj:FKV23_03720 or mesm:EJ066_17555 or syr:SynRCC307_0121 or thap:FNC98_15825 or yan:AYJ57_11180,RXN-12726,"ACSERL, ACSERLh, ACSERLm, RXN_12726",N/A,"R03601__cytop, R03601__mito, R03601__nucl",N/A,RXN_12726,N/A,R03601,RXN_12726,rxn35480_c
MNXR115269,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR115737,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"BILIVERDIN_REDUCTASE_RXN_BILIRUBIN/NAD//BILIVERDINE/NADH/PROTON.39., BILIVERDIN_REDUCTASE_RXN_BILIRUBIN/NADP//BILIVERDINE/NADPH/PROTON.41.",N/A,N/A,N/A,N/A
MNXR188497,CBJ27122.1,CBJ27122.1 or CBJ28662.1 or CBJ49083.1 or CBN74091.1 or CBN79027.1,N/A,CBJ27122.1 or Esi_0117.0033,CBJ48873.1,CBJ27122.1 or CBJ49083.1 or CBN74091.1 or CBN79027.1,N/A,CBJ27122.1 or CBJ28662.1,CBJ27122.1 or CBJ28662.1,hmi:soil367_13810 or lpa:lpa_01464,RXN-12197,"RXN_12197, UPH",N/A,R00155__cytop,"R_rxn00116_c0, R_rxn00116_g0, rxn00116_c0, rxn00116_g0",RXN_12197,N/A,R00155,RXN_12197,rxn00116_c
MNXR109104,N/A,N/A,N/A,CBN75996.1,N/A,N/A,N/A,N/A,CBN75996.1,N/A,N/A,N/A,N/A,"R04770__cytop, R04770__mito",N/A,N/A,N/A,N/A,R04770,N/A
MNXR97343,N/A,CBJ49159.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DGTSDS1829Z12Z1835Z9Z12Z,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR121502,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_18210,N/A,N/A,N/A,N/A
MNXR164950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20605,N/A,N/A,N/A,N/A
MNXR189487,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rde:RD1_1072 or rhy:RD110_14310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn14018_c
MNXR146328,CBJ27053.1 or CBJ29920.1 or CBJ32887.1 or CBN78928.1 or CBN78929.1 or CBN80426.1 or CBN80471.1,CBJ27053.1 or CBJ29109.1 or CBJ29920.1 or CBJ30029.1 or CBJ32887.1 or CBN78928.1 or CBN78929.1 or CBN80426.1 or CBN80471.1,N/A,N/A,N/A,CBJ27053.1 or CBJ29109.1 or CBJ29920.1 or CBJ30029.1 or CBJ32887.1 or CBN78928.1 or CBN78929.1 or CBN80426.1 or CBN80471.1,N/A,N/A,CBJ27053.1 or CBJ30029.1 or CBN80426.1,N/A,CDPREDUCT-RXN,CDPREDUCT_RXN,N/A,N/A,N/A,CDPREDUCT_RXN,N/A,N/A,CDPREDUCT_RXN,N/A
MNXR100413,N/A,CBN78565.1,CBN78590.1,N/A,N/A,CBN78565.1,N/A,N/A,N/A,N/A,N/A,RXN_14073,R_GPDDA4,N/A,N/A,RXN_14073,N/A,N/A,N/A,N/A
MNXR118416,CBJ29465.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN-13926,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MNXR115131,CBJ28043.1 or CBJ30213.1 or CBJ30600.1,CBJ28043.1 or CBJ30213.1,N/A,N/A,N/A,CBJ28043.1 or CBJ30213.1,N/A,N/A,N/A,N/A,2.4.1.229-RXN,2.4.1.229_RXN,N/A,N/A,N/A,2.4.1.229_RXN,N/A,N/A,N/A,N/A
MNXR101944,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ccro:CMC5_031100 or llu:AKJ09_06885,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn12748_c
MNXR133778,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,psv:PVLB_20245,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,rxn07212_c
MNXR153637,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ26943.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R06025,N/A
MNXR184967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CBJ27640.1,CBJ27640.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,R00028,RXN_15910,N/A
MNXR164964,N/A,N/A,N/A,N/A,N/A,CBJ25830.1 or CBJ26391.1 or CBJ27027.1 or CBJ27936.1 or CBJ28005.1 or CBJ28046.1 or CBJ28193.1 or CBJ29688.1 or CBJ29831.1 or CBJ30557.1 or CBJ32524.1 or CBJ32910.1 or CBJ33274.1 or CBJ48541.1 or CBJ48710.1 or CBJ48736.1 or CBJ48999.1 or CBJ49018.1 or CBN74374.1 or CBN74517.1 or CBN74782.1 or CBN74814.1 or CBN75119.1 or CBN75653.1 or CBN76570.1 or CBN77749.1 or CBN78130.1 or CBN78133.1 or CBN78157.1 or CBN78230.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,RXN_20619,N/A,N/A,N/A,N/A
MNXR116882,CBN76727.1 or CBN77121.1 or CBN77813.1 or CBN77814.1,CBJ30195.1 or CBJ31882.1,N/A,N/A,N/A,CBJ30195.1 or CBJ31882.1,N/A,N/A,CBJ30195.1,N/A,RXN-9652,RXN_11361,N/A,N/A,N/A,RXN_11361,N/A,N/A,RXN_11361,N/A
MNXR114626,N/A,CBJ25992.1,N/A,N/A,N/A,CBJ25992.1,N/A,N/A,CBJ25992.1,N/A,N/A,RXN_17518,N/A,N/A,N/A,RXN_17518,N/A,N/A,R11329,N/A
