 ,carveme,seed,pathway tools,aureme,raven,raven comb,raven homo,merlin,reconstructor,aureme2,aureme3,aureme4
m12_HMR_3174,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3175,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3176,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3177,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3178,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3179,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3180,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3181,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3182,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3183,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3184,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3185,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3186,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3187,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3188,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3189,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3190,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3191,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3192,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3193,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3194,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3195,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3196,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3197,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3198,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3199,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3200,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3201,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3202,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3203,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3204,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3205,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3206,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3208,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3211,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3218,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3219,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3220,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3221,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3222,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3223,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3224,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3225,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3226,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3227,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3228,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3229,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3230,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3231,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3232,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3233,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3234,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3235,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3236,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3237,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3239,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3240,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3241,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3242,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3243,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3244,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3245,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3246,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3247,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3250,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3252,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3254,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3256,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3258,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3260,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3262,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3264,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3272,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3275,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3277,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3278,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3279,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3280,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3281,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3282,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3283,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3284,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3285,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3286,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3287,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3288,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3290,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3292,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3293,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3294,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3298,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3301,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3302,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3304,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3306,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3307,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3309,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3311,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3312,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3314,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3316,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3317,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3319,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3321,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3323,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3326,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3327,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3328,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3330,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3331,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3332,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3334,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3335,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3336,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3338,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3339,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3340,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3342,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3343,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3344,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3346,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3347,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3348,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3350,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3351,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3352,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3355,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3356,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3357,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3358,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3360,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3361,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3362,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3364,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3365,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3367,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3369,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3370,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3372,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3375,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3396,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3397,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3398,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3406,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3407,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3408,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3409,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3411,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3413,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3414,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3416,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3421,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3422,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3423,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3424,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3425,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3426,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3427,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3428,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3429,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3430,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3431,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3432,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3433,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3444,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3445,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3447,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3448,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3449,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3450,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3451,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3452,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3453,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3454,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3455,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3456,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3458,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3459,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3460,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3462,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3463,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3464,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3465,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3466,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3467,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3468,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3469,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3470,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3472,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3486,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3489,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3491,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3498,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3501,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3503,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3506,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3508,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3509,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3511,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3512,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3513,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3514,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3522,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3523,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3524,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3525,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3526,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3527,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3528,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3529,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3530,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3531,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3532,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3533,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3534,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3625,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3626,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3627,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3628,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3629,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3630,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3631,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3632,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3633,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3634,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3635,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3636,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3637,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3638,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3639,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3640,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3641,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3642,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3643,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3644,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3645,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3646,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3647,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3648,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3649,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3650,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3651,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3652,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3653,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3654,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3655,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3656,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3657,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3658,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3659,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3660,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3661,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3662,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3663,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3664,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3665,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3666,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3667,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3668,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3669,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3670,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3671,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3672,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3673,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3674,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3675,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3676,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3677,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3678,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3679,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3680,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3681,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3682,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3683,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3743,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3744,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3747,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3748,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3750,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3751,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3752,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3753,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3755,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3757,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3759,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3761,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3763,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3765,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3767,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3769,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3771,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3772,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3773,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3775,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3777,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3778,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3780,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3782,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3783,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3785,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3787,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3790,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3792,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3793,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3795,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3796,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3797,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3802,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3804,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3806,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3807,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3811,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3813,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3816,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3819,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3820,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3822,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3823,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3827,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3829,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3831,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3833,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3835,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3837,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3838,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3839,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3841,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3843,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3845,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3847,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3849,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3853,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3854,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3855,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3856,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3857,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3861,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3862,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3865,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3871,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3873,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3875,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3877,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3879,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3881,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3883,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3885,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3889,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3890,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3892,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3895,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3897,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3899,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3901,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3903,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3907,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3908,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3910,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3912,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3917,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3919,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3923,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3925,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3931,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3933,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3935,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3937,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3939,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3940,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3944,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3955,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3957,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3958,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3960,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3965,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3966,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3967,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3968,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3969,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3970,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3974,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3975,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3977,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3979,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3980,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3982,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3984,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3988,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3989,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3991,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3992,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3993,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3995,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_3998,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4000,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4002,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4004,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4006,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4008,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4010,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4012,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4014,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4016,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4018,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4020,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4022,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4024,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4028,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4030,0,0,0,0,0,0,0,0,0,0,0,1
m12_HMR_4032,0,0,0,0,0,0,0,0,0,0,0,1
