Original ID,Raw MetaNetX ID,Final ID
hexdicoa_x,MNXM114515_p/glyoxysome,MNXM114515
hexdpencoa_x,MNXM744731_p/glyoxysome,MNXM744731
hexdtrcoa_m,MNXM744733_m,MNXM744733
hexe3coa_m,MNXM1105962_m,MNXM1105962
hexe3coa_x,MNXM1105962_p/glyoxysome,MNXM1105962
hgentis_c,MNXM345_c,MNXM345
his_L_c,his_L_c,his_L_c
his_L_e,his_L_e,his_L_e
his_L_l,his_L_l,his_L_l
his_L_m,his_L_m,his_L_m
hista_c,MNXM635_c,MNXM635
hista_e,MNXM635_e,MNXM635
hmbil_c,MNXM547_c,MNXM547
hmgcoa_c,MNXM1104235_c,MNXM1104235
hmgcoa_m,MNXM1104235_m,MNXM1104235
hmgcoa_r,MNXM1104235_r,MNXM1104235
hmgcoa_x,MNXM1104235_p/glyoxysome,MNXM1104235
hnifedipine_c,MNXM18597_c,MNXM18597
hom_L_c,hom_L_c,hom_L_c
hom_L_e,hom_L_e,hom_L_e
homoval_c,MNXM162963_c,MNXM162963
homoval_m,MNXM162963_m,MNXM162963
hpdca_c,MNXM61167_c,MNXM61167
hpdca_e,MNXM61167_e,MNXM61167
hpdcacoa_c,MNXM7415_c,MNXM7415
hpdcacoa_m,MNXM7415_m,MNXM7415
hpdcacrn_c,MNXM8707_c,MNXM8707
hpdcacrn_m,MNXM8707_m,MNXM8707
hpyr_c,MNXM392_c,MNXM392
hpyr_m,MNXM392_m,MNXM392
hpyr_x,MNXM392_p/glyoxysome,MNXM392
hretn_c,MNXM1107685_c,MNXM1107685
hretn_n,MNXM1107685_n,MNXM1107685
hs_deg10_l,MNXM11754_l,MNXM11754
hs_deg11_l,MNXM11755_l,MNXM11755
hs_deg12_l,MNXM11756_l,MNXM11756
hs_deg13_l,MNXM11757_l,MNXM11757
hs_deg14_l,MNXM11758_l,MNXM11758
hs_deg15_l,MNXM11759_l,MNXM11759
hs_deg16_l,MNXM11760_l,MNXM11760
hs_deg17_l,MNXM11761_l,MNXM11761
hs_deg18_l,MNXM11762_l,MNXM11762
hs_deg19_l,MNXM11763_l,MNXM11763
hs_deg1_l,MNXM11753_l,MNXM11753
hs_deg20_l,MNXM11765_l,MNXM11765
hs_deg21_l,MNXM11766_l,MNXM11766
hs_deg22_l,MNXM11767_l,MNXM11767
hs_deg23_l,MNXM11768_l,MNXM11768
hs_deg24_l,MNXM11769_l,MNXM11769
hs_deg25_l,MNXM11770_l,MNXM11770
hs_deg2_l,MNXM11764_l,MNXM11764
hs_deg3_l,MNXM11771_l,MNXM11771
hs_deg4_l,MNXM11772_l,MNXM11772
hs_deg5_l,MNXM11773_l,MNXM11773
hs_deg6_l,MNXM11774_l,MNXM11774
hs_deg7_l,MNXM11775_l,MNXM11775
hs_deg8_l,MNXM11776_l,MNXM11776
hs_deg9_l,MNXM11777_l,MNXM11777
hs_l,MNXM11778_l,MNXM11778
hs_pre10_g,MNXM11780_g,MNXM11780
hs_pre11_g,MNXM11781_g,MNXM11781
hs_pre12_g,MNXM11782_g,MNXM11782
hs_pre13_g,MNXM11783_g,MNXM11783
hs_pre14_g,MNXM11784_g,MNXM11784
hs_pre15_g,MNXM11785_g,MNXM11785
hs_pre1_g,MNXM11779_g,MNXM11779
hs_pre2_g,MNXM11786_g,MNXM11786
hs_pre3_g,MNXM11787_g,MNXM11787
hs_pre4_g,MNXM11788_g,MNXM11788
hs_pre5_g,MNXM11789_g,MNXM11789
hs_pre6_g,MNXM11790_g,MNXM11790
hs_pre7_g,MNXM11791_g,MNXM11791
hs_pre8_g,MNXM11792_g,MNXM11792
hs_pre9_g,MNXM11793_g,MNXM11793
hspg_e,MNXM7411_e,MNXM7411
hspg_g,MNXM7411_g,MNXM7411
hspg_l,MNXM7411_l,MNXM7411
htaxol_c,MNXM11843_c,MNXM11843
htaxol_e,MNXM11843_e,MNXM11843
hx2coa_m,MNXM1104717_m,MNXM1104717
hx2coa_x,MNXM1104717_p/glyoxysome,MNXM1104717
hxan_c,MNXM732487_c,MNXM732487
hxan_e,MNXM732487_e,MNXM732487
hxan_x,MNXM732487_p/glyoxysome,MNXM732487
hxcoa_c,MNXM162502_c,MNXM162502
hxcoa_m,MNXM162502_m,MNXM162502
hxcoa_x,MNXM162502_p/glyoxysome,MNXM162502
hxdcal_c,MNXM528_c,MNXM528
hxdcal_r,MNXM528_r,MNXM528
hyptaur_c,MNXM726_c,MNXM726
hyptaur_e,MNXM726_e,MNXM726
i_c,MNXM730587_c,MNXM730587
i_e,MNXM730587_e,MNXM730587
ibcoa_m,MNXM470_m,MNXM470
icit_c,MNXM89661_c,MNXM89661
icit_m,MNXM89661_m,MNXM89661
icit_x,MNXM89661_p/glyoxysome,MNXM89661
id3acald_c,MNXM518_c,MNXM518
id3acald_m,MNXM518_m,MNXM518
idour_c,MNXM90841_c,MNXM90841
idour_e,MNXM90841_e,MNXM90841
idour_l,MNXM90841_l,MNXM90841
idp_c,MNXM1104559_c,MNXM1104559
idp_e,MNXM1104559_e,MNXM1104559
idp_n,MNXM1104559_n,MNXM1104559
ile_L_c,ile_L_c,ile_L_c
ile_L_e,ile_L_e,ile_L_e
ile_L_l,ile_L_l,ile_L_l
ile_L_m,ile_L_m,ile_L_m
im4ac_c,MNXM728088_c,MNXM728088
im4ac_m,MNXM728088_m,MNXM728088
im4act_c,MNXM1745_c,MNXM1745
im4act_m,MNXM1745_m,MNXM1745
imp_c,MNXM125_c,MNXM125
imp_e,MNXM125_e,MNXM125
imp_m,MNXM125_m,MNXM125
ind3ac_c,MNXM383_c,MNXM383
ind3ac_m,MNXM383_m,MNXM383
inost_c,MNXM727693_c,MNXM727693
inost_e,MNXM727693_e,MNXM727693
inost_g,MNXM727693_g,MNXM727693
inost_r,MNXM727693_r,MNXM727693
ins_c,MNXM1103335_c,MNXM1103335
ins_e,MNXM1103335_e,MNXM1103335
ins_m,MNXM1103335_m,MNXM1103335
ipdp_c,MNXM83_c,MNXM83
ipdp_r,MNXM83_r,MNXM83
ipdp_x,MNXM83_p/glyoxysome,MNXM83
itaccoa_m,MNXM1671_m,MNXM1671
itacon_m,MNXM1747_m,MNXM1747
itp_c,MNXM423_c,MNXM423
itp_e,MNXM423_e,MNXM423
itp_n,MNXM423_n,MNXM423
ivcoa_c,MNXM1104535_c,MNXM1104535
